"","state","name","id","year"
"48","AR","Farmington School District No. 6","98682",2021
"49","AR","Arkansas River Educational Service Cooperative","30729",2021
"50","AR","West Memphis School District No. 4","188495",2021
"51","AR","North Little Rock School District No.1","145855",2021
"52","CA","Center Joint Unified School District","146004",2021
"53","AZ","Theodore Roosevelt Boarding School","44599",2021
"54","AZ","Greasewood Springs Community School Inc","66951",2021
"55","CA","Kings County Office of Education","42904",2021
"56","CA","Perris Elementary School District","146498",2021
"57","CT","Regional School District No 6","68350",2021
"58","CT","Regional School District No 8","68351",2021
"59","CT","Regional School District No. 16","49682",2021
"60","CT","Amity Regional School District No 5","68140",2021
"61","CT","Lyme-Old Lyme Regional School District No. 18","68344",2021
"62","CT","Regional School District No. 7","68355",2021
"63","CT","Regional School District No. 13","68347",2021
"64","IA","Boyden-Hull Community School District","162868",2021
"65","IA","Cedar Falls Community School District","33359",2021
"66","IA","Camanche Community School District","162886",2021
"67","IA","Carlisle Community School District","52172",2021
"68","AK","Iditarod Area School District","30412",2021
"69","AK","Alaska Gateway School District","30400",2021
"70","AK","Kodiak Island Borough School District","31584",2021
"71","AK","Kenai Peninsula Borough School District","31578",2021
"72","AK","Lower Yukon School District","30409",2021
"73","AK","Chugach School District","30407",2021
"74","AK","Ketchikan Gateway Borough School District","31580",2021
"75","AK","Anchorage School District","40425",2021
"76","AK","Bering Strait School District","30406",2021
"77","AK","Northwest Arctic Borough School District","31582",2021
"78","AK","Lake and Peninsula School District","31588",2021
"79","AK","Kake City School District","40239",2021
"80","AK","Chatham School District","64745",2021
"81","AK","City of Saint Mary's School District","167071",2021
"82","AK","City and Borough of Juneau School District","40426",2021
"83","AK","Delta-Greely School District","93562",2021
"84","AK","Nenana City School District","48865",2021
"85","AK","Matanuska Susitna Borough School District","31585",2021
"86","AK","Nome Public Schools","40367",2021
"87","AK","Petersburg School District","64747",2021
"88","AK","Sitka School District","31605",2021
"89","AK","Copper River School District","30411",2021
"90","IA","Boone Community School District","33363",2021
"91","AK","Southeast Island School District","65158",2021
"92","AK","Southwest Region Schools","30403",2021
"93","AK","Craig City School District","31603",2021
"94","AK","Dillingham City School District","31592",2021
"95","AK","Valdez City Schools","167076",2021
"96","AK","Yukon Flats School District","30413",2021
"97","AK","Fairbanks North Star Borough School District","40268",2021
"98","AK","Yukon Koyukuk School District","30414",2021
"99","AK","Yupiit School District","30402",2021
"100","AK","Galena City School District","31610",2021
"101","AK","Hoonah City School District","31606",2021
"102","AK","Hydaburg City School District","65139",2021
"103","AK","Annette Islands School District","30408",2021
"104","AL","Auburn City Board of Education","30361",2021
"105","AL","Hoover City Board of Education","1017275",2021
"106","AK","Aleutians East Borough School District","31587",2021
"107","AL","Cullman County Commission on Education","163742",2021
"108","AL","Brewton City Board of Education","30335",2021
"109","AZ","Alhambra Elementary School District No. 68","30535",2021
"110","AR","Booneville School District No. 65","98646",2021
"111","AL","Homewood City Board of Education","30354",2021
"112","AL","Gadsden City Board of Education","46876",2021
"113","AR","Southside School District No. 3","188489",2021
"114","AR","Cabot School District No.4","98650",2021
"115","AR","Cedarville School District No. 44","98656",2021
"116","AR","Batesville School District No.1","98636",2021
"117","AR","Lonoke School District No.1","1027282",2021
"118","AL","Muscle Shoals City Board of Education","30324",2021
"119","AR","Buffalo Island Central School District No. 40","197763",2021
"120","AL","Florence City Board of Education","1017478",2021
"121","AR","Charleston School District No. 9","98658",2021
"122","AL","Coosa County Board of Education","1017596",2021
"123","AL","Saraland Board of Education","53559",2021
"124","AL","Russellville City Board of Education","30341",2021
"125","AL","Phenix City Board of Education","1017779",2021
"126","AL","Mountain Brook City Board of Education","1017776",2021
"127","AK","Kashunamiut School District","30415",2021
"128","AZ","Avondale Elementary School District No. 44","30536",2021
"129","AZ","Balsz Elementary School District No. 31","1027340",2021
"130","AZ","Benson Unified School District No. 9","45923",2021
"131","AZ","Buckeye Union High School District No. 201","1027345",2021
"132","AZ","Casa Grande Elementary School District No.4","45551",2021
"133","AZ","Catalina Foothills Unified School District No. 16","30590",2021
"134","AZ","Gilbert Unified School District No. 41","45751",2021
"135","AZ","Altar Valley Elementary School District No. 51","30596",2021
"136","AZ","Chinle Unified School District No. 24","30511",2021
"137","AZ","Buckeye Elementary School District No. 33","1027344",2021
"138","AZ","Dysart Unified School District No. 89","44818",2021
"139","AR","Danville School District No. 36","47163",2021
"140","AR","Flippin School District No. 26","98684",2021
"141","AR","Perryville School District No.7","98770",2021
"142","AR","Gurdon School District No. 60","98699",2021
"143","AR","Fordyce School District No. 39","98685",2021
"144","AR","Prairie Grove School District No. 23","98776",2021
"145","AR","Star City School District No. 11","98796",2021
"146","AR","Fort Smith School District 100","1027267",2021
"147","AR","Camden Fairview School District No. 16","1027241",2021
"148","AR","Hackett School District No. 17","98702",2021
"149","AR","Maynard School District No. 15","98744",2021
"150","AR","Cedar Ridge School District","1027235",2021
"151","AR","Mountain Home School District No.9","98751",2021
"152","AR","Hillcrest School District No. 22","1027276",2021
"153","AR","Hamburg School District No. 51","98703",2021
"154","AR","Emerson-Taylor-Bradley School District","1027260",2021
"155","AR","Jessieville School District No.1","98722",2021
"156","AR","Paris School District No.7","98767",2021
"157","AR","Prescott School District No. 14","98777",2021
"158","AR","East End School District No.1","98676",2021
"159","AR","Melbourne School District No. 20","98746",2021
"160","AR","Mena School District No. 23","1027296",2021
"161","AR","Cossatot River School District","1027255",2021
"162","AR","Ouachita School District No. 1","98762",2021
"163","AR","White County Central School District No. 48","197765",2021
"164","AR","Glen Rose School District No.3","98691",2021
"165","AR","Westside Consolidated School District No.5","98810",2021
"166","AR","Van Buren School District 42","98802",2021
"167","AR","Lakeside School District No. 1","1027281",2021
"168","AR","Bismarck School District No. 25","98643",2021
"169","AZ","Agua Fria Union High School District No. 216","1027335",2021
"170","AR","Scranton School District No. 22","98786",2021
"171","AR","Lawrence County School District","43680",2021
"172","AZ","Lake Havasu Unified School District No.1","30578",2021
"173","AZ","Mingus Union High School District No.4","46759",2021
"174","AZ","Laveen Elementary School District No. 59","30549",2021
"175","AZ","Liberty Elementary School District No. 25","30550",2021
"176","AZ","Littleton Elementary School District No. 65","30552",2021
"177","AZ","Mammoth-San Manuel Unified School District No. 8","91044",2021
"178","AZ","Marana Unified School District No.6","30593",2021
"179","AZ","Maricopa Unified School District No. 20","30602",2021
"180","AZ","Mesa Unified School District No.4","30554",2021
"181","AZ","Prescott Unified School District No.1","30609",2021
"182","AZ","Pendergast Elementary School District No. 92","30558",2021
"183","AZ","Page Unified School District No.8","45714",2021
"184","AZ","Vail Unified School District No. 20","43227",2021
"185","AZ","Tolleson Union High School District No. 214","30569",2021
"186","AZ","Nogales Unified School District No.1","30605",2021
"187","AZ","Queen Creek Unified School District No. 95","30562",2021
"188","AZ","Santa Cruz Valley Unified School District No. 35","30604",2021
"189","AZ","Peoria Unified School District No. 11","30559",2021
"190","AZ","Roosevelt Elementary School District No. 66","30563",2021
"191","AZ","Round Valley Unified School District No. 10","30516",2021
"192","AZ","San Carlos Unified School District No. 20","30531",2021
"193","AZ","Sanders Unified School District No. 18","30514",2021
"194","AZ","Snowflake Unified School District No.5","30585",2021
"195","AZ","Stanfield Elementary School District No. 24","91045",2021
"196","AZ","Sunnyside Unified School District No. 12","30595",2021
"197","AZ","J. O. Combs Unified School District No. 44","91043",2021
"198","AZ","Scottsdale Unified School District No. 48","30564",2021
"199","AZ","Glendale Union High School District No. 205","1027353",2021
"200","AZ","Cave Creek Unified School District No. 93","30541",2021
"201","AZ","Fort Huachuca Accommodation School District No. 00","44601",2021
"202","AZ","Chandler Unified School District No. 80","30542",2021
"203","AZ","Camp Verde Unified School District No. 28","59238",2021
"204","AZ","Crane Elementary School District No. 13","30610",2021
"205","AZ","Coolidge Unified School District No. 21","30601",2021
"206","AZ","Creighton Elementary School District No. 14","42671",2021
"207","AZ","Deer Valley Unified School District No. 97","30572",2021
"208","AZ","Douglas Unified School District No. 27","30521",2021
"209","AZ","Eloy Elementary School District No. 11","91041",2021
"210","AZ","Flowing Wells Unified School District No.8","30591",2021
"211","AZ","Cartwright Elementary School District No. 83","30540",2021
"212","AZ","Higley Unified School District No. 60","49547",2021
"213","AZ","Glendale Elementary School District No. 40","30545",2021
"214","AZ","Casa Grande Union High School District No. 82","30600",2021
"215","AZ","Globe Unified School District No.1","30529",2021
"216","AZ","Chino Valley Unified School District No. 51","30606",2021
"217","AZ","Gadsden Elementary School District No. 32","30611",2021
"218","AZ","Yuma Union High School District No. 70","30614",2021
"219","CA","Alpaugh Unified School District","145880",2021
"220","CA","Alta Vista Elementary School District","145884",2021
"221","CA","Alvord Unified School District","145889",2021
"222","CA","Acalanes Union High School District","145870",2021
"223","CA","Anderson Valley Unified School District","145894",2021
"224","CA","Adelanto Elementary School District","145873",2021
"225","CA","Amador County Office of Education","31117",2021
"226","CA","Anaheim Elementary School District","31305",2021
"227","CA","Anaheim Union High School District","145892",2021
"228","CA","Anderson Union High School District","145893",2021
"229","CA","Antelope Valley Union High School District","67017",2021
"230","CA","Alta Loma School District","145883",2021
"231","CA","Albany Unified School District","145875",2021
"232","CA","Atascadero Unified School District","31436",2021
"233","AZ","Wilson Elementary School District No.7","44798",2021
"234","AZ","Yuma Elementary School District No.1","30613",2021
"235","CA","Acton-Agua Dulce Unified School District","31246",2021
"236","CA","Armona Union Elementary School District","145903",2021
"237","CA","Aromas-San Juan Unified School District","399386",2021
"238","CA","Azusa Unified School District","145909",2021
"239","CA","Alhambra Unified School District","145877",2021
"240","CA","Alum Rock Union Elementary School District","145886",2021
"241","CA","Bakersfield City School District","145911",2021
"242","CA","Barstow Unified School District","145918",2021
"243","CA","Bass Lake Joint Union Elementary School District","145919",2021
"244","CA","Bassett Unified School District","31194",2021
"245","CA","Bear Valley Unified School District","145922",2021
"246","CA","Antioch Unified School District","145897",2021
"247","CA","Apple Valley Unified School District","145898",2021
"248","CA","Arcadia Unified School District","145899",2021
"249","CA","Arcata Elementary School District","145900",2021
"250","CA","ABC Unified School District","145869",2021
"251","CA","Alameda County Office of Education","40359",2021
"252","CA","Alameda Unified School District","145874",2021
"253","CA","Charter Oak Unified School District","146013",2021
"254","CA","Chico Unified School District","146017",2021
"255","CA","Chino Valley Unified School District","146018",2021
"256","CA","Chaffey Joint Union High School District","146012",2021
"257","CA","El Centro Elementary School District","146100",2021
"258","CA","Compton Unified School District","146043",2021
"259","CA","Eureka City Schools","399388",2021
"260","CA","Fresno Unified School District","146154",2021
"261","CA","Encinitas Union School District","146112",2021
"262","CA","Empire Union School District","146111",2021
"263","CA","Enterprise Elementary School District","146113",2021
"264","CA","Galt Joint Union Elementary School District","42893",2021
"265","CA","Fullerton Joint Union High School District","146157",2021
"266","CA","Escondido Union School District","146115",2021
"267","CA","Fallbrook Union Elementary School District","146128",2021
"268","CA","Escondido Union High School District","146116",2021
"269","CA","Fallbrook Union High School District","146129",2021
"270","CA","Evergreen School District","146122",2021
"271","CA","Fountain Valley School District","98862",2021
"272","CA","El Monte City School District","31210",2021
"273","CA","Fillmore Unified School District","146134",2021
"274","CA","Gerber Union Elementary School District","146166",2021
"275","CA","Fortuna Union High School District","146146",2021
"276","CA","El Dorado Union High School District","146101",2021
"277","CA","Garden Grove Unified School District","146160",2021
"278","CA","Elk Grove Unified School District","146106",2021
"279","CA","Gateway Unified School District","146163",2021
"280","CA","Gilroy Unified School District","146168",2021
"281","CA","Fremont Union High School District","146151",2021
"282","CA","Etiwanda School District","146118",2021
"283","CA","Farmersville Unified School District","146130",2021
"284","CA","Fall River Joint Unified School District","146127",2021
"285","CA","Glendale Unified School District","146169",2021
"286","CA","Fort Bragg Unified School District","146142",2021
"287","CA","Garvey School District","146162",2021
"288","CA","Eastern Sierra Unified School District","146096",2021
"289","CA","Fullerton School District","146156",2021
"290","CA","Escalon Unified School District","146114",2021
"291","CA","Evergreen Union Elementary School District","146123",2021
"292","CA","Fairfield Suisun Unified School District","31501",2021
"293","CA","Fowler Unified School District","1053272",2021
"294","CA","Goleta Union School District","146176",2021
"295","CA","Franklin-Mckinley School District","98863",2021
"296","CA","Fremont Unified School District","146150",2021
"297","CA","Glenn County Office of Education","43353",2021
"298","CA","El Rancho Unified School District","146104",2021
"299","CA","Fontana Unified School District","146138",2021
"300","CA","Buckeye Union School District","31676",2021
"301","CA","La Mesa-Spring Valley School District","146273",2021
"302","CA","Kern High School District","31164",2021
"303","CA","Kernville Union School District","146254",2021
"304","CA","Lafayette School District","146274",2021
"305","CA","Laguna Beach Unified School District","146275",2021
"306","CA","Linden Unified School District","146311",2021
"307","CA","Lake County Office of Education","31685",2021
"308","CA","Lawndale Elementary School District","146297",2021
"309","CA","Konocti Unified School District","146269",2021
"310","CA","Lake Tahoe Unified School District","146282",2021
"311","CA","La Canada Unified School District","44679",2021
"312","CA","King City Union School District","146256",2021
"313","CA","La Habra City School District","146271",2021
"314","CA","Lakeport Unified School District","146283",2021
"315","CA","Lancaster School District","146289",2021
"316","CA","Lemoore Union High School District","146304",2021
"317","CA","Lakeside Union School District (San Diego County)","67471",2021
"318","CA","Lennox School District","146305",2021
"319","CA","Las Virgenes Unified School District","146292",2021
"320","CA","Lammersville Unified School District","146286",2021
"321","CA","Loomis Union School District","146326",2021
"322","CA","Lassen Union High School District","146293",2021
"323","CA","Liberty Union High School District","146308",2021
"324","CA","Little Lake City School District","146314",2021
"325","CA","Los Angeles County Office of Education","31688",2021
"326","CA","Los Angeles Unified School District","146329",2021
"327","CA","Laton Joint Unified School District","146295",2021
"328","CA","Live Oak School District","146316",2021
"329","CA","Klamath Trinity Joint Unified School District","31147",2021
"330","CA","Livingston Union School District","31282",2021
"331","CA","Lompoc Unified School District","146323",2021
"332","CA","Lone Pine Unified School District","146324",2021
"333","CA","Long Beach Unified School District","146325",2021
"334","CA","Keppel Union School District","146250",2021
"335","CA","Inglewood Unified School District","43068",2021
"336","CA","Irvine Unified School District","29936",2021
"337","CA","Jefferson Elementary School District","67412",2021
"338","CA","John Swett Unified School District","146239",2021
"339","CA","Jamestown Elementary School District","146234",2021
"340","CA","Lemon Grove School District","146302",2021
"341","CA","Kelseyville Unified School District","146247",2021
"342","CA","Jurupa Unified School District","196397",2021
"343","CA","Norwalk-La Mirada Unified School District","146441",2021
"344","CA","Novato Unified School District","146442",2021
"345","CA","New Jerusalem Elementary School District","146430",2021
"346","CA","Oak Grove School District","146445",2021
"347","CA","Oak Park Unified School District","146447",2021
"348","CA","Ocean View School District","399402",2021
"349","CA","Nevada Joint Union High School District","146426",2021
"350","CA","Oceanside Unified School District","146454",2021
"351","CA","Oakdale Joint Unified School District","146451",2021
"352","CA","New Haven Unified School District","146428",2021
"353","CA","Newark Unified School District","146431",2021
"354","CA","Oakley Union Elementary School District","146452",2021
"355","CA","Newman-Crows Landing Unified School District","91068",2021
"356","CA","Pajaro Valley Unified School District","146477",2021
"357","CA","Orland Joint Unified School District","67669",2021
"358","CA","Newhall School District","146432",2021
"359","CA","Palermo Union School District","146478",2021
"360","CA","Pioneer Union Elementary School District","67709",2021
"361","CA","Nuview Union School District","146444",2021
"362","CA","Palm Springs Unified School District","146479",2021
"363","CA","Paso Robles Joint Unified School District","146495",2021
"364","CA","Penn Valley Union Elementary School District","67696",2021
"365","CA","Oroville Union High School District","146467",2021
"366","CA","Pittsburg Unified School District","146505",2021
"367","CA","Ontario-Montclair School District","146457",2021
"368","CA","Perris Union High School District","146499",2021
"369","CA","Petaluma City Schools","98924",2021
"370","CA","Palo Alto Unified School District","146483",2021
"371","CA","Pixley Union Elementary School District","98925",2021
"372","CA","Pierce Joint Unified School District","146501",2021
"373","CA","Palo Verde Unified School District","146484",2021
"374","CA","Piner-Olivet Union Elementary School District","146503",2021
"375","CA","Placentia-Yorba Linda Unified School District","146507",2021
"376","CA","Palo Verde Union Elementary School District","146485",2021
"377","CA","Oxnard Union High School District","146471",2021
"378","CA","Orange County Department of Education","67659",2021
"379","CA","Palos Verdes Peninsula Unified School District","146486",2021
"380","CA","Orange Unified School District","146459",2021
"381","CA","Pacheco Union Elementary School District","146472",2021
"382","CA","Paradise Unified School District","146490",2021
"383","CA","Placer County Office of Education","31703",2021
"384","CA","Plumas Lake Elementary School District","146521",2021
"385","CA","Planada School District","98927",2021
"386","CA","Pleasant Ridge Union Elementary School District","146515",2021
"387","CA","Oro Grande School District","45615",2021
"388","CA","Placer Union High School District","146509",2021
"389","CA","Pomona Unified School District","146524",2021
"390","CA","Ramona Unified School District","146535",2021
"391","CA","Redding Elementary School District","146542",2021
"392","CA","Rincon Valley Union School District","98934",2021
"393","CA","Rio Elementary School District","146559",2021
"394","CA","Rocklin Unified School District","146568",2021
"395","CA","Saddleback Valley Unified School District","146582",2021
"396","CA","Ripon Unified School District","146560",2021
"397","CA","Redlands Unified School District","146543",2021
"398","CA","San Jacinto Unified School District","146597",2021
"399","CA","Redondo Beach Unified School District","146544",2021
"400","CA","Salida Union School District","146583",2021
"401","CA","Rosemead Elementary School District","67777",2021
"402","CA","Redwood City School District","146545",2021
"403","CA","San Joaquin County Office of Education","45553",2021
"404","CA","Salinas Union High School District","146585",2021
"405","CA","Rescue Union School District","146549",2021
"406","CA","Point Arena Schools District","167205",2021
"407","AZ","Sedona-Oak Creek Joint Unified School District No.9","44600",2021
"408","AZ","Tempe Union High School District No. 213","30567",2021
"409","AZ","Willcox Unified School District No. 13","30524",2021
"410","AZ","Kyrene Elementary School District No. 28","30548",2021
"411","AZ","Tempe Elementary School District No.3","30566",2021
"412","AZ","Saddle Mountain Unified School District No. 90","49709",2021
"413","AZ","Parker Unified School District No. 27","30616",2021
"414","AZ","Payson Unified School District No. 10","30530",2021
"415","AZ","Sahuarita Unified School District No. 30","30594",2021
"416","AZ","Murphy Elementary School District No. 21","30555",2021
"417","AZ","Paradise Valley Unified School District No. 69","30565",2021
"418","AZ","Washington Elementary School District No.6","30570",2021
"419","AZ","Union Elementary School District No. 62","44847",2021
"420","AZ","Somerton Elementary School District No. 11","30612",2021
"421","CA","Benicia Unified School District","145931",2021
"422","CA","Berryessa Union School District","145934",2021
"423","CA","Beverly Hills Unified School District","145935",2021
"424","CA","Bishop Unified School District","145944",2021
"425","CA","Black Oak Mine Unified School District","145947",2021
"426","CA","Bonita Unified School District","145953",2021
"427","CA","Bonsall Unified School District","57370",2021
"428","CA","Brawley Union High School District","145959",2021
"429","CA","Brea Olinda Unified School District","145960",2021
"430","CA","Buellton Union School District","67105",2021
"431","CA","Buena Park School District","145969",2021
"432","CA","Burbank Unified School District","145971",2021
"433","CA","Butte County Office of Education","42186",2021
"434","CA","Byron Union School District","399387",2021
"435","CA","Cajon Valley Union School District","145981",2021
"436","CA","Calaveras County Office of Education","31671",2021
"437","CA","Calaveras Unified School District","67118",2021
"438","CA","Camino Union Elementary School District","145986",2021
"439","CA","Bellflower Unified School District","145928",2021
"440","CA","Calipatria Unified School District","145984",2021
"441","CA","Cambrian School District","98839",2021
"442","CA","Campbell Union High School District","145988",2021
"443","CA","Campbell Union School District","145987",2021
"444","CA","Capistrano Unified School District","145992",2021
"445","CA","Carmel Unified School District","145996",2021
"446","CA","Carpinteria Unified School District","56700",2021
"447","CA","Cascade Union Elementary School District","145999",2021
"448","CA","Calistoga Joint Unified School District","145985",2021
"449","CA","Castaic Union School District","31199",2021
"450","CA","Central School District","146006",2021
"451","CA","Beaumont Unified School District","145924",2021
"452","CA","Central Union High School District","146009",2021
"453","CA","Central Unified School District","146007",2021
"454","CA","Centralia School District","146010",2021
"455","CA","Big Pine Unified School District","31682",2021
"456","CA","Cypress School District","146062",2021
"457","CA","Claremont Unified School District","146026",2021
"458","CA","Cloverdale Unified School District","146029",2021
"459","CA","Coalinga Huron Unified School District","98845",2021
"460","CA","Coast Unified School District","146033",2021
"461","CA","Conejo Valley Unified School District","146044",2021
"462","CA","Columbia Elementary School District","146039",2021
"463","CA","Colusa County Office of Education","91419",2021
"464","CA","Contra Costa County Special Education Local Plan Area","45569",2021
"465","CA","Colton Joint Unified School District","146038",2021
"466","CA","Contra Costa County Office of Education","40311",2021
"467","CA","Downey Unified School District","146081",2021
"468","CA","Dry Creek Joint Elementary School District","146082",2021
"469","CA","Dinuba Unified School District","146076",2021
"470","CA","Cupertino Union School District","146057",2021
"471","CA","Curtis Creek Elementary School District","146058",2021
"472","CA","Davis Joint Unified School District","146063",2021
"473","CA","Del Mar Union School District","146066",2021
"474","CA","Corning Union Elementary School District","146046",2021
"475","CA","Corona-Norco Unified School District","146048",2021
"476","CA","Delhi Unified School District","146070",2021
"477","CA","Dublin Unified School District","146084",2021
"478","CA","Cucamonga School District","146054",2021
"479","CA","Culver City Unified School District","31204",2021
"480","CA","Colusa Unified School District","146042",2021
"481","CA","Delano Union School District","146069",2021
"482","CA","East Whittier City School District","146095",2021
"483","CA","East Side Union High School District","146094",2021
"484","CA","Gridley Unified School District","146188",2021
"485","CA","Grossmont Union High School District","146189",2021
"486","CA","Guadalupe Union School District","146190",2021
"487","CA","Guerneville Elementary School District","146191",2021
"488","CA","Hanford Joint Union High School District","146196",2021
"489","CA","Grass Valley Elementary School District","146180",2021
"490","CA","Folsom Cordova Unified School District","146137",2021
"491","CA","Gustine Unified School District","146192",2021
"492","CA","Greater Anaheim Special Education Local Plan Area","47326",2021
"493","CA","Greenfield Union School District","399390",2021
"494","CA","Imperial County Office of Education","146228",2021
"495","CA","Imperial Unified School District","146229",2021
"496","CA","Hamilton Unified School District","65805",2021
"497","CA","Hanford Elementary School District","146195",2021
"498","CA","Hawthorne School District","146202",2021
"499","CA","Hayward Unified School District","146203",2021
"500","CA","Hart Ransom Union Elementary","67347",2021
"501","CA","Healdsburg Unified School District","146204",2021
"502","CA","Hemet Unified School District","146208",2021
"503","CA","Hesperia Unified School District","146210",2021
"504","CA","Hilmar Unified School District","146213",2021
"505","CA","Holtville Unified School District","146215",2021
"506","CA","Hueneme Elementary School District","146221",2021
"507","CA","Happy Valley Union Elementary School District","146199",2021
"508","CA","Huntington Beach City School District","146224",2021
"509","CA","Humboldt County Office of Education","31680",2021
"510","CA","Hacienda La Puente Unified School District","146193",2021
"511","CA","Lucia Mar Unified School District","146340",2021
"512","CA","Mariposa County Office of Education","67546",2021
"513","CA","Mark Twain Union Elementary School District","146356",2021
"514","CA","Los Banos Unified School District","146330",2021
"515","CA","Los Gatos Union School District","399392",2021
"516","CA","Madera Unified School District","93679",2021
"517","CA","Magnolia School District","146344",2021
"518","CA","Mammoth Unified School District","146346",2021
"519","CA","Manhattan Beach Unified School District","146348",2021
"520","CA","Los Molinos Unified School District","146333",2021
"521","CA","Martinez Unified School District","146358",2021
"522","CA","Menifee Union School District","146371",2021
"523","CA","Marin County Office of Education","40362",2021
"524","CA","Meadows Union School District","146368",2021
"525","CA","Mountain Empire Unified School District","146404",2021
"526","CA","Mcfarland Unified School District","146364",2021
"527","CA","Needles Unified School District","146423",2021
"528","CA","Monterey Peninsula Unified School District","146394",2021
"529","CA","Moorpark Unified School District","146396",2021
"530","CA","Mendocino County Office of Education","91067",2021
"531","CA","Marysville Joint Unified School District","146359",2021
"532","CA","Lowell Joint School District","146337",2021
"533","CA","Menlo Park City School District","146372",2021
"534","CA","Merced City School District","146373",2021
"535","CA","Mountain View School District","399399",2021
"536","CA","Mountain View Whisman School District","146411",2021
"537","CA","Middletown Unified School District","146378",2021
"538","CA","Mill Valley School District","146380",2021
"539","CA","Nevada County Superintendent of Schools","43509",2021
"540","CA","Modesto City Schools","31513",2021
"541","CA","Muroc Joint Unified School District","146418",2021
"542","CA","Murrieta Valley Unified School District","31350",2021
"543","CA","Napa County Office of Education","31698",2021
"544","CA","Moreland School District","146398",2021
"545","CA","Morgan Hill Unified School District","146400",2021
"546","CA","Morongo Unified School District","146401",2021
"547","CA","Monrovia Unified School District","146388",2021
"548","CA","Montebello Unified School District","146392",2021
"549","CA","Monterey County Office of Education","31696",2021
"550","CA","Mendocino Unified School District","146369",2021
"551","CA","Mountain View Los Altos Union High School District","31473",2021
"552","CA","Mt. Pleasant Elementary School District","67615",2021
"553","CA","Tehama County Department of Education","109755",2021
"554","CA","Temecula Valley Unified School District","146704",2021
"555","CA","South Monterey County Joint Union High School District","43112",2021
"556","CA","Thermalito Union Elementary School District","67960",2021
"557","CA","Travis Unified School District","146714",2021
"558","CA","Tipton Elementary School District","146710",2021
"559","CA","Trinity Alps Unified School District","146717",2021
"560","CA","Torrance Unified School District","146711",2021
"561","CA","Trona Joint Unified School District","146719",2021
"562","CA","South Pasadena Unified School District","146669",2021
"563","CA","Vacaville Unified School District","146737",2021
"564","CA","Sulphur Springs Union Elementary School District","67938",2021
"565","CA","Val Verde Unified School District","146738",2021
"566","CA","Tuolumne County Office of Education","45608",2021
"567","CA","South San Francisco Unified School District","146670",2021
"568","CA","Valle Lindo School District","146739",2021
"569","CA","Tustin Unified School District","146724",2021
"570","CA","Vallejo City Unified School District","31503",2021
"571","CA","Sonoma Valley Unified School District","31723",2021
"572","CA","Ventura County Office of Education","31734",2021
"573","CA","Victor Elementary School District","146746",2021
"574","CA","Sundale Union Elementary School District","146689",2021
"575","CA","Springville Union Elementary School District","146678",2021
"576","CA","St. Helena Unified School District","146679",2021
"577","CA","Sunnyvale School District","146691",2021
"578","CA","Standard School District","31174",2021
"579","CA","Stanislaus Union School District","146681",2021
"580","CA","Sutter County Superintendent of Schools","67946",2021
"581","CA","Sweetwater Union High School District","146696",2021
"582","CA","Sylvan Union School District","146697",2021
"583","CA","Tamalpais Union High School District","146701",2021
