"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"7355","OK","Justus Tiawah School District C-009",NA,400176,2020,"School District",1399913,1270000,129913,0,0,0,0,0,0,0,0,0,0,0,4718176,-151992,4870168,0,0,0,4718176,FALSE
"7356","OR","Oregon City School District No. 62",NA,190952,2020,"School District",318848962,217114431,19451605,117921,0,3240191,73282064,0,5642750,0,0,2469014,6977688,0,101572370,-8489488,119508560,0,0,0,111019072,FALSE
"7357","OK","Konawa School District I-4",NA,400181,2020,"School District",1421853,1155000,266853,0,0,0,0,0,0,0,0,0,0,0,6102126,-865185,6967311,0,0,0,6102126,FALSE
"7358","OK","Perkins-Tryon School District Number I-56",NA,400225,2020,"School District",19585353,5365000,850807,13369546,0,0,0,0,0,0,0,0,0,0,15030756,247788,14782968,0,0,0,15030756,FALSE
"7359","PA","Hanover Area School District",NA,38060,2020,"School District",70195604,16275000,5116348,0,0,0,40420173,0,7672448,0,711635,220037,8940626,0,24849559,-121704,34131926,0,0,0,34010222,FALSE
"7360","OK","Fort Towson School District No. I-2",NA,400163,2020,"School District",523319,275000,232295,16024,0,0,0,0,0,0,0,0,0,0,5856916,1307127,4549789,0,0,0,5856916,FALSE
"7361","OK","Mulhall-Orlando Independent School District No. 42-1003",NA,147345,2020,"School District",922678,745000,104670,53177,0,0,0,0,0,0,19831,0,0,0,2506559,-908081,3414640,0,0,0,2506559,FALSE
"7362","NY","New Paltz Central School District",NA,36448,2020,"School District",169121148,49472000,4968174,0,0,0,5776417,3504950,113033847,0,222801,554066,1718387,0,62012681,-34911,64320045,0,0,0,64285134,FALSE
"7363","OK","Snyder School District I-4",NA,400266,2020,"School District",328614,0,223580,105034,0,0,0,0,0,0,0,0,0,0,5007729,218268,4789461,0,0,0,5007729,FALSE
"7364","OH","Reynoldsburg City School District",NA,400102,2020,"School District",0,87848015,0,472880,0,0,81158346,0,6667557,4918271,0,5805015,9436162,104794,84601008,-2961994,102908973,0,0,0,99946979,FALSE
"7365","OK","Preston School District I-5",NA,400221,2020,"School District",1271690,185000,366690,720000,0,0,0,0,0,0,0,0,0,0,4378086,-48728,4426814,0,0,0,4378086,FALSE
"7366","OK","Straight School District No. 80",NA,400279,2020,"School District",5253,0,5253,0,0,0,0,0,0,0,0,0,0,0,682122,-18250,700372,0,0,0,682122,FALSE
"7367","KY","Christian County Board of Education",NA,400406,2020,"School District",124535002,64011893,2885274,0,0,0,33290143,0,23717448,0,602811,407167,39550376,4956863,58438285,3119849,100232842,0,0,0,103352691,FALSE
"7368","OK","Coyle School District Number I-14",NA,400157,2020,"School District",2848375,1020000,358375,1470000,0,0,0,0,0,0,0,0,0,0,3787748,-585284,4373032,0,0,0,3787748,FALSE
"7369","OK","Washington School District No. I-5",NA,400306,2020,"School District",0,1115000,0,8442190,0,0,0,0,0,0,0,0,0,0,8199873,-1766918,9966791,0,0,0,8199873,FALSE
"7370","NY","City School District of the City of Lockport",NA,82226,2020,"School District",110721067,44828132,6387992,0,0,20035000,4854546,5675224,23705397,0,10910000,316928,8237419,181655,95908419,-3302217,107946638,0,0,0,104644421,FALSE
"7371","OR","Harrisburg School District",NA,400356,2020,"School District",22296502,9140079,1928500,152945,190249,0,10884729,0,0,94632,0,201097,911405,6499530,10102812,6114140,11600704,0,0,0,17714844,FALSE
"7372","OK","Terral School District No. C-3",NA,400285,2020,"School District",200067,0,200067,0,0,0,0,0,0,0,0,0,0,0,933763,-120787,1054550,0,0,0,933763,FALSE
"7373","NJ","Town of Boonton School District",NA,81938,2020,"School District",27301879,16951852,1030242,1855232,0,0,7121123,0,0,0,343430,6400008,10790047,36508,22350616,978636,38598543,0,0,0,39577179,FALSE
"7374","CA","Capay Joint Union Elementary School District",NA,145991,2020,"School District",2904436,0,201628,0,0,0,1785948,0,916860,0,0,94287,80970,882,2059608,-24852,2260599,0,0,0,2235747,FALSE
"7375","PA","Highlands School District",NA,47406,2020,"School District",110336072,21534067,8838460,0,0,0,62969000,0,6557461,0,10437085,48971,24765497,0,19007268,-7767775,51589511,48971,1076642,-12490,43821736,FALSE
"7376","NY","Ardsley Union Free School District",NA,400558,2020,"School District",100322308,32647966,358542,0,0,0,4148751,4861765,59780754,0,50405,3991966,1145400,0,65077287,-1802002,72016654,0,0,0,70214653,FALSE
"7377","MT","Hellgate Elementary School District 4",NA,35412,2020,"School District",41430363,26262060,41376,0,0,0,12110062,0,1957385,0,1038570,889714,3004408,0,15428964,-198302,19521388,0,0,0,19323086,FALSE
"7378","NY","Madison Oneida Boces",NA,82297,2020,"School District",198292889,2627535,23810422,7507474,0,0,10999944,2140859,151610156,0,1737358,77235158,2965164,0,5388594,-2524100,88113016,0,0,0,85588916,FALSE
"7379","GA","Gordon County Board of Education",NA,1036261,2020,"School District",133921987,14987216,8827139,656059,0,0,63771541,0,45242860,13728,437172,1233057,47776479,209762,31876657,1215594,79880361,0,0,0,81095955,FALSE
"7380","GA","Randolph County Board of Education",NA,1036269,2020,"School District",20119709,0,1690641,0,0,0,9668476,0,8760593,0,0,135475,8173774,77220,4738502,60817,13064154,0,0,0,13124971,FALSE
"7381","GA","Heard County Board of Education",NA,1036262,2020,"School District",61165804,20278898,4127187,1723365,0,0,20716350,0,14246734,0,73270,370817,15396221,987012,12538507,566800,28725757,0,0,0,29292557,FALSE
"7382","GA","Quitman County Board of Education",NA,1036268,2020,"School District",11302233,2778083,575367,0,0,0,3881883,0,3732450,0,0,45711,3977547,308958,1858327,157955,6032589,0,0,0,6190544,FALSE
"7383","GA","Ben Hill County Board of Education",NA,1036256,2020,"School District",84484836,28772050,4528964,0,0,0,28107279,0,23076542,0,0,293241,24449587,77220,13405784,-1014711,39240543,0,0,0,38225832,FALSE
"7384","PA","Philipsburg-Osceola Area School District",NA,37947,2020,"School District",83221499,30861859,2631494,0,0,0,44069000,0,4307377,0,0,314373,8288263,0,24153412,-2904857,35660905,0,0,0,32756048,FALSE
"7385","GA","Colquitt County Board of Education",NA,1036259,2020,"School District",207584811,17050000,11439488,11612746,0,0,90356653,0,76777733,0,348190,737137,75454467,110963,38904280,1114081,114092766,0,0,0,115206847,FALSE
"7386","MS","Starkville Oktibbeha Consolidated School District",NA,1036419,2020,"School District",126898739,30510204,5728456,0,0,3495000,81398059,0,5284624,0,482396,1565591,11237042,0,54677739,5170974,62309398,0,0,0,67480372,FALSE
"7387","GA","Jeff Davis County Board of Education",NA,1036264,2020,"School District",62619659,4869629,4855182,4143818,0,0,27404121,0,21346906,0,0,348674,23421308,508193,11844254,1512941,34609488,0,0,0,36122429,FALSE
"7388","GA","Sumter County Board of Education",NA,1036273,2020,"School District",110230003,26855431,11201486,0,0,633280,38642724,0,32897082,0,0,306046,34485393,2771039,18478019,3552667,52487830,0,0,0,56040497,FALSE
"7389","GA","Taylor County Board of Education",NA,1036274,2020,"School District",42736217,16291497,2120206,0,0,0,13532512,0,10792002,0,0,417657,12737176,77220,7196144,636537,19791660,0,0,0,20428197,FALSE
"7390","GA","Terrell County Board of Education",NA,1036275,2020,"School District",28117540,2695916,2080868,533871,0,0,12397896,0,10408989,0,0,98670,10584249,103013,6581777,816300,16551409,0,0,0,17367709,FALSE
"7391","GA","Wheeler County Board of Education",NA,1036278,2020,"School District",29395721,8408245,1874570,0,0,0,10369249,0,8743658,0,0,96567,8622711,77220,4337219,-325204,13458921,0,0,0,13133717,FALSE
"7392","GA","Oglethorpe County Board of Education",NA,1036267,2020,"School District",61833712,6817096,2953314,11545957,0,0,22694384,0,17822960,0,0,194850,17181575,456170,13308408,2807900,28333103,0,0,0,31141003,FALSE
"7393","GA","City of Commerce Board of Education",NA,1036271,2020,"School District",45464087,10577458,2793601,5484166,0,0,15238106,0,11370756,0,0,372018,12776798,77220,8843393,582308,21487121,0,0,0,22069429,FALSE
"7394","GA","Morgan County Board of Education",NA,1036266,2020,"School District",85912712,19964839,4524818,1606178,0,0,34209082,0,25607795,0,0,1064930,21171269,1758292,22123152,2340320,43777324,0,0,0,46117644,FALSE
"7395","GA","Macon County Board of Education",NA,1036265,2020,"School District",32222663,5741528,1788097,0,0,0,12569995,0,12123039,0,0,89311,10035994,308270,8273019,1386810,17319784,0,0,0,18706594,FALSE
"7396","CA","Ceres Unified School District",NA,1036540,2020,"School District",348465784,103276823,18955270,2578329,0,0,190281847,0,22717419,0,768593,3211964,31819066,0,177318378,-13818148,226167556,0,0,0,212349408,FALSE
"7397","AL","Alabaster City Board of Education",NA,1036511,2020,"School District",225522380,1639695,6963186,1903376,0,0,57196000,0,22614612,0,625060,5599777,44279329,2009965,28147003,5899158,74136916,0,0,0,80036074,FALSE
"7398","AL","Daleville City Board of Education",NA,1036512,2020,"School District",21619346,0,979978,0,0,7838170,8835000,0,3966198,0,0,696061,8960977,406820,2196088,1218511,11041435,0,0,0,12259946,FALSE
"7399","AL","Jacksonville City Board of Education",NA,1036513,2020,"School District",30981582,10429699,1224795,60385,0,0,13889000,0,5377703,0,0,1318930,11796692,449497,4045859,1175988,16434990,0,0,0,17610978,FALSE
"7400","NY","Kingston City School District",NA,36444,2020,"School District",820152092,75925000,18370733,2919306,0,22000000,9775597,10578565,683955810,0,7205646,946004,10119905,0,180426739,-52686031,244178679,0,0,0,191492648,FALSE
"7401","IL","Hazel Crest School District 152.5",NA,1036618,2020,"School District",3801696,3778028,23668,0,0,0,0,0,0,0,0,0,0,0,21272661,1602550,19670111,0,0,0,21272661,FALSE
"7402","OH","Mc Donald Local School District",NA,83697,2020,"School District",11831781,455826,1405613,975,0,0,8894603,0,588958,564008,485806,1760588,1168494,12609,7222755,-306937,10471383,0,0,0,10164446,FALSE
"7403","CA","Alpine Union School District",NA,1036835,2020,"School District",34342834,12006689,1252957,158871,0,0,15474300,0,2937074,0,139322,230608,2234180,0,17333142,2107772,17690158,0,0,0,19797930,FALSE
"7404","CA","Arvin Union School District",NA,1036836,2020,"School District",108193672,28026409,3007901,1396979,0,0,37787780,0,36652036,0,360509,497119,11864403,0,39655201,-22825466,74842189,0,0,0,52016723,FALSE
"7405","OH","New Knoxville Local School District",NA,83895,2020,"School District",0,1690000,0,10192,0,0,5281672,0,470663,313549,0,552909,426616,0,5186280,-114716,6280521,0,0,0,6165805,FALSE
"7406","NY","Roxbury Central School District",NA,53828,2020,"School District",33074010,0,720442,0,0,0,818326,486009,30973209,0,562033,169374,1320742,0,9799708,-1199447,12489271,0,0,0,11289824,FALSE
"7407","OR","North Douglas School District No. 22",NA,1038793,2020,"School District",4780780,740000,11390,0,0,0,3818426,0,210964,32206,0,165089,657545,0,4238708,-123351,5184693,0,0,0,5061342,FALSE
"7408","AR","Izard County Consolidated School District No. 1",NA,1053242,2020,"School District",90859,3455000,90859,0,10708,0,3940964,0,0,0,0,0,0,0,6535710,539803,5995907,0,0,0,6535710,FALSE
"7409","CA","Delano Joint Union High School District",NA,1053267,2020,"School District",120753245,41934773,6879943,0,0,0,56857727,0,14584339,0,496463,31254,15537754,0,59147586,294855,74421739,0,0,0,74716594,FALSE
"7410","CA","Desert Sands Unified School District",NA,1053268,2020,"School District",960408866,376430000,50557283,0,0,0,358333365,0,95143858,0,1497892,3418596,71954081,0,364044144,766474,438650347,0,561241,0,439416821,FALSE
"7411","LA","St. Tammany Parish School Board",NA,45367,2020,"School District",1299212615,273695485,44254647,809674,0,0,517763479,0,431851218,0,21203226,4345554,42576586,0,477357312,22919793,501359659,0,0,0,524279452,FALSE
"7412","CA","Reef-Sunset Unified School District",NA,1055598,2020,"School District",75119183,29602628,2539129,115860,0,0,32509594,0,9213188,0,227784,19495,6084492,182955,34246513,-1459697,41993152,0,0,0,40533455,FALSE
"7413","CA","Fowler Unified School District",NA,1053272,2020,"School District",87152621,48698352,4875645,0,0,0,28350858,0,4798777,0,428989,1035879,5594234,0,34193435,2713804,38109744,0,0,0,40823548,FALSE
"7414","CA","Keyes Union Elementary School District",NA,1053277,2020,"School District",21862917,5168394,1161874,1501000,0,0,14005743,0,0,0,25906,55284,3429197,222,12943210,-404708,16832621,0,0,0,16427913,FALSE
"7415","CA","Lindsay Unified School District",NA,1055592,2020,"School District",111441628,32620906,5849855,2835835,0,0,66401850,0,3469095,0,264087,378457,27752247,7930933,53226409,3643505,85644541,0,0,0,89288046,FALSE
"7416","NY","Hamilton, Fulton and Montgomery Counties  BOCES",NA,36199,2020,"School District",108562099,0,13388058,0,0,0,5560776,1623662,88382730,0,1230535,51812719,1470481,0,2197338,-3979684,59460222,0,0,0,55480538,FALSE
"7417","IN","School City of Mishawaka",NA,401578,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,79847791,5033748,74814043,0,0,0,79847791,FALSE
"7418","AR","Wilbur D. Mills Education Service Cooperative",NA,188471,2020,"School District",1863,0,1863,0,0,0,4238268,0,0,0,0,0,0,0,7312497,305991,7006506,0,0,0,7312497,FALSE
"7419","MI","Lansing School District",NA,1091480,2020,"School District",462013653,122218913,24616360,0,0,645473,255804289,0,55667077,0,3019180,944834,55877643,0,128721365,-1204617,186748459,0,0,0,185543842,FALSE
"7420","WA","Ephrata School District No. 165",NA,44711,2020,"School District",106522,24340000,106522,56338,0,620000,10014851,0,0,0,892397,0,0,0,39536844,-1860339,41397183,0,0,0,39536844,FALSE
"7421","NJ","Princeton Public Schools","31201100400000",121630,2020,"School District",74545317,39244370,3554000,0,0,0,25983537,0,0,0,5763410,6164602,3770314,0,109333082,3788089,115479909,0,0,0,119267998,FALSE
"7422","AR","Rose Bud School District No. 35",NA,108525,2020,"School District",11161728,4905000,0,0,0,0,6187465,0,0,0,0,0,0,0,8408557,-776499,9185056,0,0,0,8408557,FALSE
"7423","MI","Hastings Area School System",NA,1091470,2020,"School District",111917625,49272622,3893665,0,0,3049663,45375728,0,9908138,0,417809,1084304,5693654,1140803,25165938,139717,32944982,0,0,0,33084699,FALSE
"7424","MI","Big Bay De Noc School District",NA,1091454,2020,"School District",4546811,0,287939,0,0,0,3462159,0,764975,0,31738,8160,555613,0,2240218,10337,2793654,0,0,0,2803991,FALSE
"7425","TX","Garland Independent School District",NA,38895,2020,"School District",1028867238,557829529,78668996,983047,0,6466357,176503815,0,204393433,0,1151090,9028933,121875947,0,561418373,39301190,653022063,0,0,0,692323253,FALSE
"7426","ND","Oberon Public School District No. 16",NA,1109566,2020,"School District",1090337,0,134535,0,0,0,929912,0,0,0,25890,0,648221,99691,879498,-5386,1632796,0,0,0,1627410,FALSE
"7427","TX","Glen Rose Independent School District",NA,39184,2020,"School District",30280723,12686389,2612519,0,0,0,6576887,0,8404928,0,0,1487275,4315185,0,31290173,1605727,35486906,0,0,0,37092633,FALSE
"7428","MI","Lakeview School District",NA,1091479,2020,"School District",174747675,64744313,5925605,0,0,0,79181884,0,16953122,0,63537,1213885,10818941,0,37600422,-3158697,52791945,0,0,0,49633248,FALSE
"7429","MI","Walled Lake Consolidated School District",NA,1091513,2020,"School District",570186697,155143475,30030169,0,0,0,313245426,0,66548661,0,5010399,5712116,47089034,0,135445152,-8815574,197061876,0,0,0,188246302,FALSE
"7430","MI","Lakeville Community Schools",NA,1091478,2020,"School District",33729833,9923021,1558414,0,100028,0,18063765,0,3883004,0,201601,286672,3443616,0,10082168,-52587,13865043,0,0,0,13812456,FALSE
"7431","NY","Waverly Central School District",NA,36439,2020,"School District",87410082,30296871,1446334,0,0,1940000,1724907,1460490,51697491,0,149217,230923,2716728,0,59647577,25990708,36604520,0,0,0,62595228,FALSE
"7432","MI","Macomb Intermediate School District",NA,1091484,2020,"School District",326343243,1705000,46423881,0,0,0,224098583,0,48379444,0,1620141,3173439,126789049,0,96137887,121895,225978480,0,0,0,226100375,FALSE
"7433","OR","Falls City School District",NA,85642,2020,"School District",141880,1206564,141880,0,627061,0,1167831,0,0,0,0,20521,750745,0,3422326,-11818,4205410,0,0,0,4193592,FALSE
"7434","MI","Merrill Community School District",NA,1091487,2020,"School District",28075536,14100000,570639,0,0,1000000,10247795,0,2110177,0,46925,325238,1990472,0,5790488,237579,7868619,0,0,0,8106198,FALSE
"7435","OR","Grant School District No. 3",NA,85729,2020,"School District",8305825,3440002,467908,420905,0,0,4026059,0,0,49049,0,586995,912767,1256604,8442984,2126481,9072869,0,0,0,11199350,FALSE
"7436","MI","St. Joseph County Intermediate School District",NA,1091502,2020,"School District",43845376,3085000,3462700,0,0,0,30398666,0,6743427,0,155583,3320270,11797425,0,12534777,1938080,25714392,0,0,0,27652472,FALSE
"7437","WA","Puyallup School District No.3",NA,39667,2020,"School District",13485692,335775000,13485692,0,0,0,94018277,0,0,0,6986485,0,0,0,425193601,-2143110,427336711,0,0,0,425193601,FALSE
"7438","OR","Sweet Home School District No. 55",NA,86184,2020,"School District",37620793,25264681,1012777,0,0,0,10007433,0,1187435,222070,148467,111741,2258366,0,35025534,7491381,29904260,0,0,0,37395641,FALSE
"7439","OR","Dallas School District",NA,86678,2020,"School District",54395892,8169011,2273297,0,1149000,0,37502663,0,5028855,293444,55836,207944,3762765,0,38587998,-3050469,45609176,0,0,0,42558707,FALSE
"7440","IA","Des Moines Independent Community School District",NA,33410,2020,"School District",514716846,181096358,74688297,0,0,0,202975158,0,48332108,0,5753870,39743264,109869395,0,395832156,26601862,518842953,0,0,0,545444815,FALSE
"7441","OH","Austintown Local School District",NA,37170,2020,"School District",105444579,42759251,6017178,1205000,38991,0,48349260,0,4450677,2846036,2624222,4807677,7397630,25000,44322071,501706,56050672,0,0,0,56552378,FALSE
"7442","OR","Sage Community School",NA,86818,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,10201,0,493656,240049,263808,0,0,0,503857,FALSE
"7443","OR","Phoenix School",NA,86642,2020,"School District",13204720,0,166510,0,0,0,1303821,0,0,0,0,0,163309,0,1610448,-247242,2020999,0,0,0,1773757,FALSE
"7444","IA","Howard-Winneshiek Community School District",NA,33384,2020,"School District",11041715,848702,2321725,351021,0,0,6367522,0,922534,0,0,886283,3368882,0,14218886,173399,18300652,0,0,0,18474051,FALSE
"7445","OR","Mitchell School District No. 55",NA,87301,2020,"School District",959512,0,27617,0,0,0,931895,0,0,12018,0,38400,195299,0,7052735,213541,7072893,0,0,0,7286434,FALSE
"7446","WA","Northwest Educational Service District No. 189",NA,41707,2020,"School District",19085720,0,892998,0,0,0,5703792,0,8131228,0,682326,0,0,0,35965040,266329,35698711,2733203650,26401507,0,2759605157,FALSE
"7447","TN","Bedford County Schools",NA,106562,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276320,151163,2125157,0,0,0,2276320,FALSE
"7448","WV","Brooke County Board of Education",NA,39781,2020,"School District",19229085,11321609,3687630,0,0,0,1880635,0,2341448,0,0,858802,2728328,105397,34033861,-2487645,40214033,0,0,0,37726388,FALSE
"7449","TN","Bartlett City Schools",NA,106557,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394734,102913,2291821,0,0,0,2394734,FALSE
"7450","WV","Cabell County Board of Education",NA,47928,2020,"School District",36477500,5455595,16209969,2071128,0,0,7567199,0,4512673,0,643774,239444,27115874,4993720,139091920,16786782,154654176,0,0,0,171440958,FALSE
"7451","OR","Coos County School District No. 31",NA,85391,2020,"School District",196508,0,0,90611,105897,0,2046625,0,0,0,0,31845,308376,1459707,2035063,1472104,2362887,0,0,0,3834991,FALSE
"7452","KY","Franklin County School District",NA,33658,2020,"School District",121649274,65937271,4793497,2973409,0,0,27365084,0,19967855,0,612158,239146,9908236,0,53231747,4514376,58864753,0,0,0,63379129,FALSE
"7453","MS","Lincoln County School District",NA,45130,2020,"School District",39302187,0,1094967,0,0,0,35569738,0,2476789,0,160693,593694,3432544,0,21961821,-311179,26299238,0,0,0,25988059,FALSE
"7454","IA","Norwalk Community School District",NA,45314,2020,"School District",76450427,57729000,2627562,0,0,0,14260538,0,1724149,0,109178,2600867,3266875,2000,37294045,2294139,40869648,0,0,0,43163787,FALSE
"7455","MS","Lee County School District",NA,45143,2020,"School District",142595022,34387828,4298799,0,0,861750,95853735,0,6505478,0,687432,2477518,7922099,0,57896257,1618806,66677068,0,0,0,68295874,FALSE
"7456","OR","Marcola School District No. 79j",NA,86128,2020,"School District",13524811,7286594,437710,0,0,1973213,3626993,0,72319,0,127982,6527,1005680,0,7675700,-292480,8980387,0,0,0,8687907,FALSE
"7457","TX","Premont Independent School District",NA,51574,2020,"School District",18308805,11065000,395079,0,0,0,2088135,0,3197536,0,0,149432,3747564,0,11211559,2818677,12289878,0,0,0,15108555,FALSE
"7458","IL","Bradley Elementary School District 61",NA,33026,2020,"School District",2255459,2005000,-1408,251867,0,0,1975405,0,0,0,0,389380,9130445,50000,16081242,1976807,23674260,0,0,0,25651067,FALSE
"7459","LA","Concordia Parish School Board",NA,33826,2020,"School District",114357122,483171,1416429,0,0,0,40612388,0,70958930,0,886204,771657,7446158,0,34812383,300808,42729390,0,0,0,43030198,FALSE
"7460","IL","Urbana School District No. 116",NA,32887,2020,"School District",66575551,32019000,34556551,0,0,0,0,0,0,0,0,0,0,0,90685354,-3894301,94579655,0,0,0,90685354,FALSE
"7461","WI","Campbellsport School District",NA,39974,2020,"School District",28395239,24236454,2331110,0,0,0,0,1727189,1774028,0,53647,1053822,2711233,0,16958951,1650139,19073867,0,0,0,20724006,FALSE
"7462","IN","Hamilton Heights School Corporation",NA,52823,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,43484047,-10622714,54106761,0,0,0,43484047,FALSE
"7463","NY","Ausable Valley Central School District",NA,57044,2020,"School District",139845868,18487685,1311394,0,0,0,2809269,1539245,110548798,0,5667025,297110,1849156,0,32325254,-4435005,38906525,0,0,0,34471520,FALSE
"7464","MS","Scott County School District",NA,35074,2020,"School District",61214588,3800000,375455,0,0,1431000,51616256,0,3742930,0,248947,625033,6829644,0,28909718,-2086563,38450958,0,0,0,36364395,FALSE
"7465","IN","South Harrison Community School Corporation",NA,43762,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,47796006,2469286,45326720,0,0,0,47796006,FALSE
"7466","CA","Sutter County Superintendent of Schools",NA,67946,2020,"School District",38282718,0,2364067,0,0,0,32222000,0,3666121,0,30530,9487868,25645253,0,13105540,-237879,48476540,0,0,0,48238661,FALSE
"7467","TN","Fentress County Schools",NA,106844,2020,"School District",657,0,657,0,0,0,0,0,0,0,0,0,0,0,675476,15124,660352,0,0,0,675476,FALSE
"7468","OH","Maysville Local School District",NA,49181,2020,"School District",30545713,706866,3666772,32475,0,0,22301144,0,2161238,1294632,1677218,3729148,5274378,0,18216632,968842,26251316,0,0,0,27220158,FALSE
"7469","NC","Franklin County Board of Education",NA,36559,2020,"School District",126087024,0,2518472,0,0,0,32307585,0,86437332,119245,4087199,2378397,58287870,862874,35574429,5753303,91350267,0,0,0,97103570,FALSE
"7470","OH","Kids Care Elementary",NA,83453,2020,"School District",1123603,0,168888,0,109400,0,641801,0,36847,41688,0,0,1266864,0,327386,-15811,1610061,0,0,0,1594250,FALSE
"7471","NV","Lander County School District",NA,64961,2020,"School District",19409725,1066000,1848951,0,0,0,11538099,0,4625227,0,331448,66427,2393821,235254,11847121,-804059,15346682,0,0,0,14542623,FALSE
"7472","NY","Liberty Central School District",NA,36432,2020,"School District",104276532,13542106,3347494,0,0,0,2641095,2497594,80045280,0,1550555,362971,3561630,0,49505962,-2946413,56376976,0,0,0,53430563,FALSE
"7473","NY","Wayne Central School District",NA,36460,2020,"School District",47843738,6810000,2196340,0,0,3500000,4724910,2682595,27406854,0,497218,793577,1874993,0,45716188,-880940,49265698,0,0,0,48384758,FALSE
"7474","NY","Waterloo Central School District",NA,36387,2020,"School District",38353152,16905000,1945310,0,0,11717453,2449071,1816575,4754592,0,506657,167208,2524398,0,41862375,4426428,40127553,0,0,0,44553981,FALSE
"7475","VA","Danville Public Schools",NA,88695,2020,"School District",74601245,0,4379766,3912000,0,0,55684997,0,8755000,0,1540965,271544,32416945,0,49972794,2857164,79804119,0,0,0,82661283,FALSE
"7476","OR","Klamath Falls City Schools",NA,42218,2020,"School District",79349077,33823722,3249652,361678,4205019,0,30662970,0,6818100,0,0,1847922,7898187,148536,34251900,-2947416,47093961,0,0,0,44146545,FALSE
"7477","TN","Jackson County Schools",NA,107032,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,427965,-11493,439458,0,0,0,427965,FALSE
"7478","OR","St. Paul School District No. 45",NA,86288,2020,"School District",0,7961027,0,23962,61599,0,3981433,0,0,0,0,199652,246846,0,4499202,-195701,5141401,0,0,0,4945700,FALSE
"7479","OR","Springwater Environmental Sciences School",NA,86961,2020,"School District",2425193,0,53946,0,681558,0,1689689,0,0,0,0,36250,113003,0,1535149,-218325,1902727,0,0,0,1684402,FALSE
"7480","PA","Carbon Lehigh Intermediate Unit 21",NA,38055,2020,"School District",168103256,0,20023558,650688,3062696,0,128933000,0,13491346,0,905707,48426073,47665697,0,1490827,-1043093,98625690,0,0,0,97582597,FALSE
"7481","PA","Sto-Rox School District",NA,37844,2020,"School District",51999208,10241612,8441772,171021,0,1492032,27415000,0,4065569,0,172202,75356,10713758,777671,20029552,898593,30697744,0,0,0,31596337,FALSE
"7482","OH","Trotwood-Madison City School District",NA,49732,2020,"School District",86380813,25348045,3305372,7319355,1009978,0,43138838,0,5123323,2304771,1135902,1418699,14116255,0,35605036,-4529728,55669718,0,0,0,51139990,FALSE
"7483","VA","City of Salem School Division",NA,88806,2020,"School District",50257947,0,6788133,99919,0,0,36340277,435809,6216445,0,813173,1647076,10758674,0,40403682,5164697,47644735,0,0,0,52809432,FALSE
"7484","WI","Mcfarland School District",NA,89532,2020,"School District",72089160,57594667,1612605,433569,0,5350000,0,3540622,5702319,0,1396000,26661417,3855217,6765,32058118,1702630,60878887,0,0,0,62581517,FALSE
"7485","TN","Oak Ridge Schools",NA,107279,2020,"School District",88763962,75446136,4285452,0,0,2920774,0,9140843,5064825,0,502792,635899,28938320,0,41252175,4688724,66137670,0,0,0,70826394,FALSE
"7486","OR","Redmond School District No 2j",NA,90960,2020,"School District",231397045,154307060,5962885,152274,0,2418430,64726672,0,3515120,693634,314604,1717620,7492456,197754,91096085,-4180339,104684254,0,0,0,100503915,FALSE
"7487","CA","Dos Palos-Oro Loma Joint Unified School District",NA,91057,2020,"School District",39070792,3530701,3517322,0,0,0,30040608,0,1538927,0,184483,122538,6682159,0,29481878,-2630864,38917439,0,0,0,36286575,FALSE
"7488","OH","Educational Service Center of Central Ohio",NA,91095,2020,"School District",64294564,0,11005672,763480,0,0,45944260,0,3798909,2719989,1447331,106919323,4636435,0,6361508,-2451698,120368964,0,0,0,117917266,FALSE
"7489","TN","Warren County Schools",NA,107563,2020,"School District",744,0,744,0,0,0,0,0,0,0,0,0,0,0,1851577,31952,1819625,0,0,0,1851577,FALSE
"7490","TX","Beaumont Independent School District",NA,39038,2020,"School District",473347035,315990953,36939341,0,7145912,0,46931929,0,64287844,0,2051056,10711623,53916301,0,191652533,15447336,240833121,0,0,0,256280457,FALSE
"7491","AR","Lincoln Consolidated School District No. 48",NA,93581,2020,"School District",280469,15520000,280469,0,0,0,8210627,0,0,0,0,0,0,0,14262922,81654,14181268,0,0,0,14262922,FALSE
"7492","IL","Kewanee Community Unit School District No. 229",NA,93860,2020,"School District",6070018,6060000,10018,0,0,0,0,0,0,0,0,0,0,0,31883590,1382339,30501251,0,0,0,31883590,FALSE
