"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"830","OK","Howe Public Schools I-67",NA,65268,2020,"School District",1349267,210000,234452,904815,0,0,0,0,0,0,0,0,0,0,5551217,95676,5455541,0,0,0,5551217,FALSE
"831","TX","George West Independent School District",NA,65275,2020,"School District",37680027,29917940,926374,0,0,0,2766491,0,4037047,0,5887,245355,1590573,0,12906800,155599,14587129,0,0,0,14742728,FALSE
"832","NH","Timberlane Regional School District",NA,35595,2020,"School District",68301329,0,559804,0,0,0,52680590,0,11660864,0,3400071,1617641,1873560,1110592,65346396,-1265179,71213368,0,0,0,69948189,FALSE
"833","SC","Anderson County School District One",NA,38317,2020,"School District",379120816,169288645,18800359,0,0,0,103899333,0,86305497,0,1195689,1839008,56616606,0,53360549,3963554,107852609,0,0,0,111816163,FALSE
"834","MO","Galena R-II School District",NA,65419,2020,"School District",0,1705000,0,59220,0,0,0,0,0,0,75806,141152,1115699,0,4410049,-785879,6452779,0,0,0,5666900,FALSE
"835","IA","Humboldt Community School District",NA,65381,2020,"School District",16408745,4898000,738839,0,0,2100000,7194992,0,906689,0,0,2682296,1967303,0,14797462,261206,19185855,0,0,0,19447061,FALSE
"836","NY","Mount Pleasant Central School District",NA,65434,2020,"School District",193199396,29715262,6135523,0,0,8000000,3791979,3986200,146008481,0,442340,524504,1108351,0,64117903,-9784148,75534906,0,0,0,65750758,FALSE
"837","OH","Jefferson Local School District",NA,65440,2020,"School District",29686261,8373870,1647899,13633,0,0,16395097,0,1576851,933097,1678911,1204182,1386276,0,14514618,-1388546,18493622,0,0,0,17105076,FALSE
"838","IL","Community Unit School District No. 140",NA,65415,2020,"School District",0,882400,0,151075,0,0,0,0,0,0,0,0,0,0,30950070,1499576,29450494,0,0,0,30950070,FALSE
"839","MO","Bakersfield R-IV School District",NA,65413,2020,"School District",0,1550000,0,420000,86776,0,3153241,0,0,0,0,363409,911620,62834,4221888,-79640,5639391,0,0,0,5559751,FALSE
"840","NJ","Weehawken Board of Education",NA,35802,2020,"School District",30051107,22115000,2639788,82893,0,0,4990723,0,0,0,222703,349636,10989622,0,25892942,975819,36256381,0,0,0,37232200,FALSE
"841","MO","Fair Grove R-X School District",NA,65552,2020,"School District",0,6810000,0,1780000,0,41543,7584816,0,0,0,0,495267,989413,0,11966181,372161,13078700,0,0,0,13450861,FALSE
"842","MS","West Point Consolidated School District",NA,58079,2020,"School District",46295781,2000000,1434328,0,0,0,39607624,0,2945612,0,308217,597937,5580531,0,23784380,926710,29036138,0,0,0,29962848,FALSE
"843","PA","Schuylkill Valley School District",NA,48538,2020,"School District",82459548,10753259,4634632,0,0,3585000,57683000,0,4887159,0,631149,748976,6842027,165324,32663983,692218,39728092,0,0,0,40420310,FALSE
"844","TX","Mart Independent School District",NA,65559,2020,"School District",15808360,10220013,1502163,0,0,282723,1631679,0,2171782,0,0,282398,1497313,0,6736934,-13246,8529891,0,0,0,8516645,FALSE
"845","TX","New Deal Independent School District",NA,65547,2020,"School District",8462068,0,734034,918449,0,720697,2725768,0,3363119,0,0,73364,1539891,0,9903313,1409495,10107073,0,0,0,11516568,FALSE
"846","OK","Caney School District I-26",NA,65521,2020,"School District",2625159,475000,222272,1927887,0,0,0,0,0,0,0,0,0,0,3747831,82103,3665728,0,0,0,3747831,FALSE
"847","OH","Bloom Carroll Local School District",NA,65592,2020,"School District",77545449,49789995,4723088,63628,0,0,20117294,0,2102430,1138712,749014,1724226,979256,0,25359954,682774,27380662,0,0,0,28063436,FALSE
"848","NJ","Manalapan-Englishtown Regional School District",NA,35831,2020,"School District",58502436,27650000,1746260,1470690,0,0,24978477,0,0,0,2657009,1185275,10265122,0,84403778,4438855,91415320,0,0,0,95854175,FALSE
"849","OH","Dayton Leadership Academies - Dayton View",NA,65526,2020,"School District",6597020,0,352307,0,540200,0,5141442,0,533123,292542,29948,13200,134974,1035200,3724064,-323711,5231149,0,0,0,4907438,FALSE
"850","NJ","Red Bank Borough School District",NA,35836,2020,"School District",9477252,415000,1026139,0,0,0,8003444,0,0,0,32669,86646,10240912,0,24635626,1245135,33718049,8664626,81653200,0,90317826,FALSE
"851","PA","Sharpsville Area School District",NA,65778,2020,"School District",47429135,11649603,3585942,0,0,2180000,26479000,0,3403000,0,131590,560512,4897243,0,13025577,75758,18407574,0,0,0,18483332,FALSE
"852","PA","School District of Upper Dublin",NA,38095,2020,"School District",297799216,112299321,16134780,605659,0,159899,156563526,0,9701506,0,2334525,1040535,14302420,316201,87373925,4143960,98889121,500504,537845,0,103033081,FALSE
"853","NJ","Hopatcong Borough School District",NA,35879,2020,"School District",16819796,0,6257900,62531,0,0,9708994,0,0,0,790371,36509424,11330491,0,33456679,1346721,79949873,0,0,0,81296594,FALSE
"854","IL","Mount Prospect School District 57",NA,65744,2020,"School District",28447680,7101640,3548068,147610,0,0,1879653,0,15744992,0,25717,1484874,13704643,50000,28057517,2682751,40614283,0,0,0,43297034,FALSE
"855","IL","Rockton School District No. 140",NA,65780,2020,"School District",3274246,3280000,-5754,0,0,0,2349548,0,0,0,0,0,0,0,22160998,811373,21349625,0,0,0,22160998,FALSE
"856","NM","Hobbs Municipal School District 33",NA,35939,2020,"School District",217698777,44687838,5578125,0,0,0,130124258,0,36796249,0,512307,48941202,17296545,5041464,105368449,61985542,114662118,0,0,0,176647660,FALSE
"857","VT","Burlington School District",NA,65947,2020,"School District",67849434,43820974,7166517,0,0,0,8283736,0,5714402,0,2863805,1854773,37774629,0,68220692,4229149,103620945,0,0,0,107850094,FALSE
"858","OH","Mapleton Local School District",NA,65991,2020,"School District",12122619,386667,906228,155474,0,0,9510107,0,753931,569128,410212,1286107,1608532,0,7665456,-2193855,12753950,0,0,0,10560095,FALSE
"859","WV","Southern Educational Services Cooperative",NA,66409,2020,"School District",1861285,0,159089,0,0,0,1148089,0,554107,0,0,2862045,2494714,0,2293901,-67487,7718147,0,0,0,7650660,FALSE
"860","AK","Craig City School District",NA,31603,2020,"School District",4145600,0,378750,0,0,0,3755637,0,0,137235,11213,130468,1126177,0,7011543,1029290,7238898,0,0,0,8268188,FALSE
"861","NY","Wellsville Central School District",NA,36108,2020,"School District",35860710,17622946,2404218,0,0,11483929,1957132,1358687,2110237,0,282248,66450,2060795,0,28768577,766576,30129246,0,0,0,30895822,FALSE
"862","NY","City School District of Syracuse",NA,40233,2020,"School District",839364218,385577276,59630911,0,0,23664000,39238629,29560359,288104905,0,6569381,427496,77928543,0,438168403,52723400,463801042,0,0,0,516524442,FALSE
"863","NY","Brunswick Central School District",NA,36352,2020,"School District",84091314,11464535,1319777,0,0,0,2538434,1423180,68012038,0,756530,726774,986737,0,24823605,-2366816,28903932,0,0,0,26537116,FALSE
"864","NC","Jones County Board of Education",NA,36593,2020,"School District",22329317,0,338397,0,0,0,5642735,0,14909916,20427,1047058,263712,10972541,238205,5319342,-1143459,17937259,0,0,0,16793800,FALSE
"865","AL","Anniston City Board of Education",NA,30311,2020,"School District",31525247,205289,1558384,0,0,0,22046000,0,7715574,0,0,1569275,16427644,435233,7433923,2558733,23307342,0,0,0,25866075,FALSE
"866","AL","Sumter County Board of Education",NA,30383,2020,"School District",37925537,496939,1799166,801809,0,0,14051000,0,6306898,0,0,777836,11778812,512600,3751910,1741707,15079451,0,0,0,16821158,FALSE
"867","NY","Baldwinsville Central School District",NA,36307,2020,"School District",292745952,56203333,8130358,0,0,31942314,10717608,6577113,180985536,0,1811803,645491,3460918,200642,107146150,-8457264,119910465,0,0,0,111453201,FALSE
"868","NC","Polk County Board of Education",NA,36636,2020,"School District",40913331,0,1010396,0,0,0,10310975,0,27365871,37627,2139887,281322,20167457,82201,8070699,283816,28317863,0,0,0,28601679,FALSE
"869","PA","Wilmington Area School District",NA,54205,2020,"School District",55383404,20097552,3152034,0,0,0,27040347,0,4810315,0,283156,584411,5721588,0,14845448,1009416,20142031,0,0,0,21151447,FALSE
"870","NY","Indian River Central School District",NA,36211,2020,"School District",165761412,41767993,5549436,0,0,0,7522357,4232889,109014847,0,1817406,388230,4954365,480123,91231745,2710207,94344256,0,0,0,97054463,FALSE
"871","NY","Churchville-Chili Central School District",NA,36236,2020,"School District",151089054,48249190,4780207,0,0,0,6219296,3980551,89332434,0,2507927,611000,2912765,391354,84687586,-2263728,90866433,0,0,0,88602705,FALSE
"872","NY","Gloversville Enlarged School District",NA,36196,2020,"School District",153764240,22095741,2689179,0,0,35800000,2793139,3145632,89266711,0,1119470,192039,5660418,0,64673292,6697181,63828568,0,0,0,70525749,FALSE
"873","NY","Enlarged Ogdensburg City School District",NA,36370,2020,"School District",125633976,43106197,5284726,0,0,0,2385201,1993150,74682017,0,104789,976636,2453256,0,42532820,9699281,36263431,0,0,0,45962712,FALSE
"874","NY","Beaver River Central School District",NA,36218,2020,"School District",55301583,8777057,1308905,0,0,3000000,1741804,774842,40014452,0,459365,172367,934018,0,16946120,-1212338,19264843,0,0,0,18052505,FALSE
"875","NY","Byron-Bergen Central School District",NA,36201,2020,"School District",34991992,23380246,1530871,0,0,769924,1786596,1175563,2339355,0,5185000,219108,1465705,0,22643643,686926,23641530,0,0,0,24328456,FALSE
"876","NY","Camden Central School District",NA,36293,2020,"School District",232284847,33882992,455989,0,0,0,3484629,2471265,193041007,0,1420230,47588,893202,0,52316663,-9380328,62637781,0,0,0,53257453,FALSE
"877","NY","Greenville Central School District",NA,36206,2020,"School District",66854694,17977090,1666205,0,0,0,3046141,1695791,43923055,0,242203,907486,1227169,0,30543186,-786068,33463909,0,0,0,32677841,FALSE
"878","NY","Hannibal Central School District",NA,36339,2020,"School District",103513567,14127098,4755831,0,0,14000000,2641677,1595864,63928500,0,4060461,44650,2402739,0,32786152,-640996,35874537,0,0,0,35233541,FALSE
"879","NY","East Meadow Union Free School District",NA,36246,2020,"School District",565206520,4083762,23100638,0,0,47918806,12940066,13473138,448817797,0,24812012,1773045,6209446,2099475,196355598,-22442493,228880057,0,0,0,206437564,FALSE
"880","NY","Enlarged City School District of Middletown",NA,36325,2020,"School District",273896421,97431147,14570624,0,0,2809148,13644011,10340289,140935367,0,4506124,1036881,13249885,188575,188686208,-1539515,204701064,0,0,0,203161549,FALSE
"881","NY","Hicksville Union Free School District",NA,36260,2020,"School District",292139670,31012433,13039221,0,0,0,7876296,9074418,232302514,0,6781820,1434755,3604416,0,134608201,-14888542,154535914,0,0,0,139647372,FALSE
"882","NY","Palmyra-Macedon Central School District",NA,36461,2020,"School District",102227904,4565000,2546296,0,0,4500000,3657699,2226672,86049459,0,909450,626314,1769332,0,40955090,-5952803,49303539,0,0,0,43350736,FALSE
"883","AL","Fairfield City Board of Education",NA,30350,2020,"School District",24132042,1222532,1973841,260212,0,0,14856000,0,5819457,0,0,1504405,13710152,538084,3955887,309979,19398549,0,0,0,19708528,FALSE
"884","OH","Beavercreek City School District",NA,37098,2020,"School District",211987980,80378925,9711393,715782,0,0,104054879,0,10374837,5880364,6752164,4924356,6328288,0,99697116,-9680399,120630159,0,0,0,110949760,FALSE
"885","OH","Goshen Local School District",NA,37030,2020,"School District",51351207,1198753,3246774,263067,0,0,32810614,0,3196706,1896382,2551872,3194202,5624499,0,27440773,-2631907,38891381,0,0,0,36259474,FALSE
"886","OH","East Muskingum Local School District",NA,37203,2020,"School District",29574106,1919456,3019932,382700,0,43211,20753070,0,1854441,1231239,671976,2941782,2903104,222457,18468648,-1116337,25652328,0,0,0,24535991,FALSE
"887","OH","Miami Trace Local School District",NA,37081,2020,"School District",92730027,53198798,4282169,0,0,0,30661924,0,3479594,1688101,1107542,3791799,4625277,0,35711839,3107324,41021591,0,0,0,44128915,FALSE
"888","NC","Burke County Public Schools",NA,36510,2020,"School District",174478989,0,3450218,0,0,0,44541631,0,118218402,161929,7675814,6322880,100156985,51016,21384206,-780768,128695857,0,0,0,127915089,FALSE
"889","ND","Fort Yates Public School District No 4",NA,36824,2020,"School District",4833482,0,298487,0,2239218,0,2274836,0,0,0,20941,4753,1579569,0,3398557,406264,4576615,0,0,0,4982879,FALSE
"890","OH","Harrison Hills City School District",NA,37119,2020,"School District",0,27200000,0,0,0,260000,16596614,0,1830861,924933,0,1239668,2939673,0,35000865,-1093797,40274003,0,0,0,39180206,FALSE
"891","OH","Shawnee Local School District",NA,36988,2020,"School District",0,0,0,0,0,701524,27614885,0,2662529,1604747,0,2482197,2033449,6967,21826113,-1600977,27949703,0,0,0,26348726,FALSE
"892","OH","North Ridgeville City School District",NA,37156,2020,"School District",123351253,60614563,6525513,994447,0,2370000,47297703,0,4946953,2681406,602074,2136488,2734005,0,48774888,-5260704,58906085,0,0,0,53645381,FALSE
"893","OH","Barnesville Exempted Village School District",NA,37006,2020,"School District",18073599,585000,1696571,32337,0,0,13406568,0,1406044,754632,947079,1627098,1965458,0,13224373,-430140,17247069,0,0,0,16816929,FALSE
"894","OH","Bucyrus City School District",NA,37046,2020,"School District",30959148,10265058,1479665,0,0,0,16520975,0,1679885,927039,1013565,951478,3736122,0,17209940,1148366,20749174,0,0,0,21897540,FALSE
"895","OH","East Palestine City School District",NA,37037,2020,"School District",14565110,0,1679625,0,0,386840,11046637,0,1037474,646270,414534,614885,1547851,0,11856383,-1042649,15061768,0,0,0,14019119,FALSE
"896","OH","Buckeye Valley Local School District",NA,37075,2020,"School District",78283357,43966717,2625061,1994790,0,0,25898894,0,2159372,1534953,1638523,1936978,1450685,65495,27927316,-1011191,32391665,0,0,0,31380474,FALSE
"897","OH","Federal Hocking Local School District",NA,37001,2020,"School District",20232422,0,1826771,1350000,0,0,14289457,0,1620978,785453,1145216,973185,3343333,0,12629187,-1975338,18921043,0,0,0,16945705,FALSE
"898","OH","Greenville City School District",NA,37070,2020,"School District",80851605,43912474,3056035,0,0,0,29774860,0,2535279,1788507,1572957,1632604,5155362,133659,28139439,-3294337,38355401,0,0,0,35061064,FALSE
"899","OH","Forest Hills Local School District",NA,37103,2020,"School District",228974396,101111482,11961258,2920000,0,2155000,100788175,0,8347845,6091044,1690636,4642326,4809063,502607,74704795,-20534924,105193715,0,0,0,84658791,FALSE
"900","OH","Lockland Local School District",NA,37107,2020,"School District",0,0,0,0,0,0,6761908,0,401162,436562,0,633949,1382417,0,8263745,793988,9486123,0,0,0,10280111,FALSE
"901","OH","Mad River Local School District",NA,37191,2020,"School District",76273750,5070000,6394300,145191,0,0,55604677,0,4909146,3282093,4150436,6246239,11603058,0,35269355,-8015084,61133736,0,0,0,53118652,FALSE
"902","OH","Middletown City School District",NA,37016,2020,"School District",200238109,107965528,8738920,0,0,560000,74531334,0,6827843,4300816,1614484,1596177,21488087,10000,78820914,1680115,100235063,0,0,0,101915178,FALSE
"903","OH","Springfield City School District",NA,37026,2020,"School District",160773681,23740093,12588889,199242,0,400000,107374406,0,9561233,6362322,6909818,2950426,16733577,414889,111037377,4070607,127065662,0,0,0,131136269,FALSE
"904","NY","Clinton-Essex-Warren-Washington Counties Boces",NA,36154,2020,"School District",159537889,0,13056568,0,0,0,4521413,1514466,139798215,0,2161693,67205629,3046944,0,829660,26547095,44535138,0,0,0,71082233,FALSE
"905","OH","Mahoning County Career and Technical Center",NA,37174,2020,"School District",40349159,2638294,1288803,0,0,0,13200154,0,930193,817587,1097634,3896386,1151865,138500,12528683,438286,17277148,0,0,0,17715434,FALSE
"906","OH","Princeton City School District",NA,37111,2020,"School District",318728439,201848688,10263707,0,0,1010000,93644737,0,9900282,5168891,2061025,3247831,11392642,0,74875933,-18326598,107843004,0,0,0,89516406,FALSE
"907","OH","Preble Shawnee Local School District",NA,37226,2020,"School District",0,0,0,0,0,0,16740817,0,2024843,901575,0,969004,2048539,0,13695475,-2089610,18802628,0,0,0,16713018,FALSE
"908","OK","Stilwell Public Schools I-25",NA,37365,2020,"School District",1263757,0,231589,1032168,0,0,0,0,0,0,0,0,0,0,15910903,417961,15492942,0,0,0,15910903,FALSE
"909","PA","Boyertown Area School District",NA,37879,2020,"School District",323522246,63235766,16077968,527216,0,34940000,184090000,0,24379562,0,271734,1511045,23400448,0,98140187,-9094559,132146239,0,0,0,123051680,FALSE
"910","OH","Sandy Valley Local School District",NA,37262,2020,"School District",30436496,9227196,2369430,0,0,0,16713820,0,1542786,963256,574264,1221367,3301624,0,16637650,-574298,21734939,0,0,0,21160641,FALSE
"911","PA","Gateway School District",NA,37851,2020,"School District",174478669,42390000,5906909,0,0,0,108489000,0,15762645,0,1930115,532352,17027134,107453,59973387,1085643,76554683,0,0,0,77640326,FALSE
"912","PA","East Allegheny School District",NA,37855,2020,"School District",88847013,31782654,5948473,0,2681073,3161229,38830000,0,6079887,0,363697,148962,9074523,462009,26597809,2422167,33861136,0,0,0,36283303,FALSE
"913","PA","Mckeesport Area School District",NA,37835,2020,"School District",225992781,112943025,11127702,0,0,6985000,82431000,0,11132836,0,1355034,94759,21765858,1469833,45975854,1134186,68172118,0,0,0,69306304,FALSE
"914","PA","Northeast Bradford School District",NA,37900,2020,"School District",25058310,2369531,1667503,0,309851,0,18062000,0,1714576,0,14779,291065,4088225,29995,10609033,550427,14467891,0,0,0,15018318,FALSE
"915","PA","Pennridge School District",NA,37910,2020,"School District",319505475,63576956,18601636,10352331,0,0,206405000,0,17375148,0,3194404,1528607,22408161,0,118374429,7121012,135190185,0,0,0,142311197,FALSE
"916","PA","Rochester Area School District",NA,37870,2020,"School District",40770895,12243853,3134084,135015,0,0,23111000,0,1822488,0,324455,196675,4614618,612806,12839380,-635249,18898728,0,0,0,18263479,FALSE
"917","PA","Tulpehocken Area School District",NA,37884,2020,"School District",69227853,15214010,3945239,0,0,0,44911000,0,4360480,0,797124,304110,6264288,492722,27275380,3477509,30858991,0,0,0,34336500,FALSE
"918","NE","Morrill Public Schools",NA,109326,2020,"School District",0,1388000,0,966885,59392,0,1622658,0,0,0,0,140499,768410,0,6189450,80242,7018117,0,0,0,7098359,FALSE
"919","PA","Quakertown Community School District",NA,37903,2020,"School District",315886309,143801955,12445077,996358,0,7236000,138523000,0,10948338,0,1935581,902833,17433243,0,95346688,9633585,104049179,0,0,0,113682764,FALSE
"920","PA","Beaver Area School District",NA,37865,2020,"School District",98171467,23355855,6549554,366111,0,20179000,43274000,0,4126000,0,320947,1214063,6585910,386729,26895565,46053,35036214,0,0,0,35082267,FALSE
"921","OH","Southeast Local School District",NA,37307,2020,"School District",26497190,1827641,2605304,26020,0,0,18288984,0,1678454,1078875,2070787,1622248,2433069,0,18399875,-1690784,24145976,0,0,0,22455192,FALSE
"922","PA","Bellwood-Antis School District",NA,37890,2020,"School District",42967144,13565000,2580786,0,0,0,23643968,0,2641316,0,536074,364185,3573708,0,15911848,-84673,19934414,0,0,0,19849741,FALSE
"923","PA","Baldwin-Whitehall School District",NA,37829,2020,"School District",169091966,46597506,0,489709,0,6267444,100208000,0,6523574,0,1280091,981023,14438250,1157804,58532950,4204116,70905911,0,0,0,75110027,FALSE
"924","OK","Watonga Public Schools I-42",NA,37368,2020,"School District",17791111,3925000,546790,13319321,0,0,0,0,0,0,0,0,0,0,14743093,4023918,10719175,0,0,0,14743093,FALSE
"925","PA","Greater Altoona Career and Technology Center",NA,37893,2020,"School District",18249797,0,4032356,173134,0,0,12593161,0,1075513,0,375632,763840,1804303,0,8167800,13580,10722363,0,0,0,10735943,FALSE
"926","OH","Washington County Career Center",NA,37302,2020,"School District",12592687,1225000,660217,0,0,0,9029971,0,897556,514021,779943,1528449,2297659,0,6508139,441789,9892458,0,0,0,10334247,FALSE
"927","NJ","Orange Township Public Schools","31300761500000",108027,2020,"School District",179044689,40536000,0,0,4102634,21107000,82806264,0,233500125,0,0,0,0,0,110379283,-3054474,113433757,0,0,0,110379283,FALSE
"928","SC","Anderson County School District 4",NA,38318,2020,"School District",118209842,46684950,3045108,745403,0,0,37059310,0,30675071,0,0,379019,16456052,0,26479209,1158609,42155671,0,0,0,43314280,FALSE
"929","SC","Clarendon County School District Three",NA,38328,2020,"School District",26944469,0,1238922,0,0,73867,14213444,0,11394030,0,24206,360712,9317215,0,4051495,383623,13345799,0,0,0,13729422,FALSE
"930","SC","Florence School District One",NA,38336,2020,"School District",436403990,36849996,21042230,0,0,0,201866556,0,163889580,0,486079,1122946,100492207,7565487,92253591,-14027985,215462216,0,0,0,201434231,FALSE
"931","SC","School District of Pickens County",NA,38361,2020,"School District",599956224,244486293,27174194,0,0,0,174805747,0,144382585,0,9107405,3197876,90710655,0,94064533,1961664,186011400,0,0,0,187973064,FALSE
"932","SC","Spartanburg County School District One",NA,38365,2020,"School District",192302713,71020986,5549833,2800721,0,616081,61061791,0,50177301,0,0,473540,32110822,0,33280772,3208949,62656185,0,0,0,65865134,FALSE
"933","SC","Williston School District 29",NA,38323,2020,"School District",22227476,455000,726468,0,0,0,11607545,0,9362482,0,75981,19122,8543092,0,3913175,-240640,12716029,0,0,0,12475389,FALSE
"934","SD","Southeast Area Cooperative",NA,38445,2020,"School District",204199,0,175306,0,0,0,0,5710,0,0,28893,867591,1179878,0,1472,-131131,2180072,0,0,0,2048941,FALSE
"935","SD","Sioux Falls School District 49-5",NA,38435,2020,"School District",319164450,136844165,47613823,0,0,107880311,0,763873,22761449,0,2594311,25687311,57857399,0,225473452,872898,308145264,0,0,0,309018162,FALSE
"936","TX","Lewisville Independent School District",NA,38905,2020,"School District",2016853986,1571032794,99441710,0,0,0,159467259,0,183776610,0,3135613,21153088,83270862,0,647845060,76402745,675866265,1151790,48541,0,752269010,FALSE
"937","TX","South San Antonio Independent School District",NA,38824,2020,"School District",241763830,151731057,11145732,0,11324472,0,30284965,0,35932429,0,1345175,693183,29468576,0,83275735,-6055804,119493298,6495838,0,0,113437494,FALSE
"938","SD","Milbank School District No. 25-4",NA,38424,2020,"School District",22529624,17978280,3702679,0,0,0,0,27442,720940,0,127725,645522,1146341,0,10236569,-456757,12485189,0,0,0,12028432,FALSE
"939","PA","Wilkes-Barre Area Career and Technical Center",NA,38068,2020,"School District",31197795,6071000,1693540,180183,0,0,17543000,0,5048686,0,463617,1157115,5188197,0,7032574,1180088,12197798,0,0,0,13377886,FALSE
"940","TX","Angleton Independent School District",NA,38834,2020,"School District",194501193,145084357,4268234,110663,0,0,20591233,0,24446706,0,0,622020,11797602,0,83598483,11632288,84385817,0,0,0,96018105,FALSE
"941","TX","Atlanta Independent School District",NA,38865,2020,"School District",26062825,11659352,827409,27600,0,0,5675070,0,7873394,0,0,639982,6738503,27913,18209974,1362056,24254316,0,0,0,25616372,FALSE
"942","TX","Beeville Independent School District",NA,38806,2020,"School District",37716928,13410694,2784991,0,0,0,9442246,0,11570814,0,0,397240,7843237,0,31418190,-44053,39702720,0,0,0,39658667,FALSE
"943","TX","Cedar Hill Independent School District",NA,38890,2020,"School District",191745000,121145145,12059712,0,1338919,0,23209652,0,26773940,0,0,755144,17468446,0,76383178,4080924,90525844,0,0,0,94606768,FALSE
"944","TX","Bryan Independent School District",NA,38843,2020,"School District",320310019,197213025,14439971,0,2212755,0,46670165,0,58557245,0,7560,3170128,38971267,0,171970165,1216882,212894678,0,0,0,214111560,FALSE
"945","TX","Caldwell Independent School District",NA,38846,2020,"School District",63788076,45179610,8510767,384337,0,0,3902937,0,5810425,0,0,392483,3825092,0,22900062,1587517,25530120,0,0,0,27117637,FALSE
"946","TX","Comal Independent School District",NA,38883,2020,"School District",998555775,816762893,51859694,0,0,0,56903033,0,71268687,0,1761468,7086935,18510350,0,280712325,8481037,297828573,0,0,0,306309610,FALSE
"947","TX","Elkhart Independent School District",NA,38785,2020,"School District",21458477,14126364,575643,0,323000,0,2461658,0,3971812,0,0,397780,2534008,0,13437758,711246,15658300,0,0,0,16369546,FALSE
"948","TX","Farmersville Independent School District",NA,38874,2020,"School District",20262203,8397592,570294,0,0,0,5313844,0,5980473,0,0,382472,3223728,0,18058931,-325895,21991026,0,0,0,21665131,FALSE
"949","TX","Fairfield Independent School District",NA,38942,2020,"School District",20919141,6522241,1472121,0,0,0,5536473,0,7388306,0,0,287558,4675303,0,20405485,534832,24833514,0,0,0,25368346,FALSE
"950","TX","Dripping Springs Independent School District",NA,39006,2020,"School District",377882498,0,26908681,0,0,0,17662278,0,22840509,0,0,5928090,9150168,0,88779874,3959895,99898237,0,0,0,103858132,FALSE
"951","TX","Hooks Independent School District",NA,38829,2020,"School District",12895241,5820859,970826,0,0,0,2567046,0,3460670,0,75840,225739,2445444,0,11290426,1151439,12810170,0,0,0,13961609,FALSE
"952","TX","Kilgore Independent School District",NA,38965,2020,"School District",66753866,43670502,2189214,0,0,0,7912777,0,12981373,0,0,495623,7386785,0,40552937,3815648,44619697,0,0,0,48435345,FALSE
"953","TX","Liberty Independent School District",NA,39073,2020,"School District",66043060,36060460,1657575,0,0,8412952,8689482,0,10937128,0,209842,2237240,6233800,0,24325973,-732032,33529045,0,0,0,32797013,FALSE
"954","TX","Luling Independent School District",NA,38850,2020,"School District",48407140,34121910,2833506,0,0,2848000,3749221,0,4854503,0,0,139646,2094198,0,14636850,434922,16435772,0,0,0,16870694,FALSE
"955","TX","Longview Independent School District",NA,38966,2020,"School District",264602745,195584691,7730684,0,0,688000,24590350,0,36225348,0,0,2536881,25410771,0,100696978,8006022,120638608,0,0,0,128644630,FALSE
"956","TX","Midlothian Independent School District",NA,38919,2020,"School District",570734043,496550448,24545554,139325,0,0,22451244,0,27047472,0,0,3969283,8785991,0,112740185,-3398701,128894160,0,0,0,125495459,FALSE
"957","TX","Menard Independent School District",NA,39097,2020,"School District",4785317,0,924131,0,0,156359,1450621,0,2254206,0,0,39814,2302731,0,3698131,18916,6021760,0,0,0,6040676,FALSE
"958","TX","Poteet Independent School District",NA,38798,2020,"School District",39621165,27127515,2043983,0,0,0,4473722,0,5975945,0,0,255427,2670015,0,19024523,1592146,20357819,0,0,0,21949965,FALSE
"959","TX","Pasadena Independent School District",NA,38993,2020,"School District",1358873648,797365821,87775873,0,0,0,209167194,0,237273584,0,271981,9177615,155032044,0,517671080,-31199867,713080606,48655507,81610,0,681880739,FALSE
"960","TX","Pine Tree Independent School District",NA,38967,2020,"School District",89949061,52929614,5843245,0,0,2098453,12613717,0,16464032,0,0,968002,8956667,488656,46890338,1574914,55728749,0,0,0,57303663,FALSE
"961","TX","Princeton Independent School District",NA,38878,2020,"School District",250475872,216351260,5324313,243126,0,0,13248765,0,15308408,0,0,1841250,8048947,0,62954294,745122,72099369,0,0,0,72844491,FALSE
"962","TX","Post Independent School District",NA,38957,2020,"School District",42855920,35322887,308700,77883,0,0,2945352,0,4201098,0,0,77963,2606834,0,12042181,813935,13913043,0,0,0,14726978,FALSE
"963","TX","Sweeny Independent School District",NA,38838,2020,"School District",78254012,58279288,6140217,0,0,1426094,4191389,0,8217024,0,0,307066,2619665,0,29381397,2790211,29517917,0,0,0,32308128,FALSE
"964","TX","Temple Independent School District",NA,38811,2020,"School District",258918374,196453104,11257618,0,0,85000,17297428,0,33484584,0,340640,1800898,23445784,0,105707051,3854763,127098970,0,0,0,130953733,FALSE
"965","TX","White Settlement Independent School District",NA,39201,2020,"School District",258453259,204180610,10217442,0,0,4938034,17639050,0,21478123,0,0,2292553,13545729,0,64653961,-2332755,82824998,0,0,0,80492243,FALSE
"966","TX","Yoakum Independent School District",NA,38909,2020,"School District",57603638,41172821,1472500,0,1300000,0,5235263,0,8423054,0,0,3502499,6438323,0,20723810,944093,29720539,0,0,0,30664632,FALSE
"967","TX","Robinson Independent School District",NA,39085,2020,"School District",37256631,21201500,752817,1565792,0,0,5986067,0,7750455,0,0,417329,5277420,0,24199726,247716,29646759,0,0,0,29894475,FALSE
