"","state.x","name.x","census_id.x","id","year.x","category.x","total_liabilities.x","bonds_outstanding.x","current_liabilities.x","leases.x","loans_outstanding.x","notes_outstanding.x","net_pension_liability.x","net_pension_assets.x","net_opeb_liability.x","net_opeb_assets.x","compensated_absences.x","charges_for_services.x","operating_grants.x","capital_grants.x","general_revenue.x","change_in_net_position.x","expenses.x","total_operating_revenues.x","non_operating_revenues.x","capital_contributions.x","revenues.x","has_unconfirmed.x","state.y","name.y","census_id.y","year.y","category.y","total_liabilities.y","bonds_outstanding.y","current_liabilities.y","leases.y","loans_outstanding.y","notes_outstanding.y","net_pension_liability.y","net_pension_assets.y","net_opeb_liability.y","net_opeb_assets.y","compensated_absences.y","charges_for_services.y","operating_grants.y","capital_grants.y","general_revenue.y","change_in_net_position.y","expenses.y","total_operating_revenues.y","non_operating_revenues.y","capital_contributions.y","revenues.y","has_unconfirmed.y"
"194","WA","Chief Leschi Schools Inc",NA,88950,2020,"School District",17154006,0,12358732,0,0,0,4795274,0,0,0,0,0,21597182,0,110865,-4293151,26001198,0,0,0,21708047,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","WA","Colfax School District No 300",NA,88968,2020,"School District",0,17100000,0,0,0,0,2092874,0,0,0,148458,0,0,0,9435748,-10745172,20180920,0,0,0,9435748,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","WA","San Juan Island School District No 149",NA,89296,2020,"School District",786028,2000000,786028,0,0,0,2169307,0,0,0,272985,0,0,0,14745781,933548,13812234,0,0,0,14745782,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","WA","Waterville School District No 209",NA,89418,2020,"School District",286497,0,286497,0,0,0,1198970,0,0,0,79168,0,0,0,5219082,745,5218337,0,0,0,5219082,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","WI","Pewaukee School District",NA,89556,2020,"School District",65599304,52325819,8155476,0,0,0,256387,3650931,4743107,0,118515,3069834,2197750,0,38825546,4445584,39647546,0,0,0,44093130,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","IL","Bradley Bourbonnais Community High School District No. 307",NA,43259,2020,"School District",9870000,9870000,0,0,0,0,2762194,0,0,0,0,0,0,0,35538340,1418331,34120009,0,0,0,35538340,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","WA","Anacortes School District No. 103",NA,39672,2020,"School District",1631170,72715000,1631170,0,0,0,12357024,0,0,0,1193143,0,0,0,52731179,-7147468,59878647,0,0,0,52731179,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","IL","Barrington Community Unit School District No. 220",NA,33045,2020,"School District",114517284,12198726,2952923,3730599,0,0,13071486,0,81707750,0,855800,5038960,63751762,0,141970990,5587299,205174413,0,0,0,210761712,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","LA","Louisiana School Employees Retirement System",NA,76312,2020,"School District",0,0,0,0,0,0,803456836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","CO","El Paso County School District #22",NA,50906,2020,"School District",19150700,1643852,2563141,215089,0,0,13978910,0,687351,0,62357,285012,1754857,856576,9882113,4600750,8177808,0,0,0,12778558,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","CA","Bridgeville Elementary School District",NA,145963,2020,"School District",1902590,1372692,78857,0,0,0,451041,0,0,0,0,0,145774,0,534254,-516666,1196694,0,0,0,680028,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","IL","Wheeling Community Consolidated School District No. 21",NA,32959,2020,"School District",182678854,92819266,11036924,287085,0,0,15923882,0,62044464,0,567233,934662,55982292,0,110395538,16776612,150535880,0,0,0,167312492,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","IN","Alexandria Community School Corporation",NA,43705,2020,"School District",0,0,0,1394892,0,2412357,0,0,0,0,0,0,0,0,19057844,-475618,19533462,0,0,0,19057844,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","IL","West Central Illinois Special Education Cooperative",NA,33061,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15387336,411556,14975780,0,0,0,15387336,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","IN","Hanover Community School Corporation",NA,43536,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35271907,883086,34388821,0,0,0,35271907,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","IN","Loogootee Community School Corporation",NA,43684,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10217622,-2455042,12672664,0,0,0,10217622,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","IN","Kankakee Valley School Corporation",NA,42611,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,49146308,-3458399,52604707,0,0,0,49146308,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","KS","Goddard Unified School District No. 265",NA,33549,2020,"School District",0,129850000,0,2256443,0,0,40508081,0,0,0,0,0,0,0,95010961,-14445514,109456475,0,0,0,95010961,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","IL","Cooperative Association for Special Education",NA,47194,2020,"School District",13916937,0,1155583,0,0,0,2092335,0,10669019,0,0,18335555,13038143,0,1664978,2473722,30564954,0,0,0,33038676,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","IL","Cook County School District 104",NA,32955,2020,"School District",42868407,24387239,765032,2665641,0,0,2613562,0,12303681,0,133252,293681,14475478,0,28790923,2215665,41344417,0,0,0,43560082,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","WY","Sheridan County School District No.2",NA,40166,2020,"School District",42776019,0,1466263,264131,0,0,39559456,0,0,0,1486169,745230,4768698,10211644,51889820,7827906,59787486,0,0,0,67615392,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","IL","Livingston County Special Services Unit",NA,45477,2020,"School District",3347959,0,229254,0,0,0,392729,0,2725976,0,0,0,0,0,6838099,-608031,7446130,0,0,0,6838099,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","IL","North Dupage Special Education Cooperative",NA,42073,2020,"School District",689089,0,689089,0,0,0,432177,0,4880605,0,0,10796026,8164614,0,425334,317901,19068073,0,0,0,19385974,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","IN","Centerville-Abington Community Schools",NA,43702,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22623110,1368214,21254896,0,0,0,22623110,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","IN","Delaware Community School Corporation",NA,43652,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33110523,11257,33099266,0,0,0,33110523,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","IN","Central Noble Community School Corporation",NA,48765,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17711511,273319,17438192,0,0,0,17711511,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","IN","Vincennes Community School Corporation",NA,43546,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39835903,-8983937,48819840,0,0,0,39835903,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","IN","Southwest Dubois County School Corporation",NA,43648,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27594047,-159341,27753388,0,0,0,27594047,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","MA","Martha's Vineyard Regional High School District",NA,61623,2020,"School District",58125268,755199,2928496,0,0,0,2288053,0,51717525,0,229088,1235716,8133794,0,22327355,-2147970,33844835,0,0,0,31696865,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","WI","Peshtigo School District",NA,48382,2020,"School District",5270727,1334278,67629,0,0,0,3492586,1366712,192636,0,183598,1616950,1132273,0,12424489,1071934,14101778,0,0,0,15173712,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","TN","The Franklin County School Department",NA,151433,2020,"School District",8817019,0,1460747,0,0,0,0,7370289,7149088,0,207184,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","MI","Mattawan Consolidated Schools",NA,34653,2020,"School District",184593433,100613772,5040895,0,0,2361786,62834982,0,13447230,0,294768,877216,3082805,71577,38497149,-3496603,46025350,0,0,0,42528747,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","MO","Caruthersville School District No. 18",NA,35281,2020,"School District",0,1675000,0,1727323,218750,0,0,0,0,0,8990,186768,1716539,0,8952493,182911,10672889,0,0,0,10855800,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","MO","Mehlville R-Ix School District",NA,35322,2020,"School District",0,0,0,12146934,0,0,0,0,0,0,2627892,7010570,21026280,9028,97480947,3959568,121567257,1111829515,30141817,0,1141971332,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","NC","Durham Public Schools Board of Education",NA,36553,2020,"School District",642977007,0,23465035,0,0,0,163655893,0,434743527,608626,19940554,8251011,263871858,470162,164529206,-9442652,446564889,1760740,12575101,0,437122237,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","OH","Wauseon Exempted Village School District",NA,37093,2020,"School District",0,15080303,0,1060000,0,0,20281817,0,1736379,1217138,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","VA","The Franklin County School Board",NA,151435,2020,"School District",90322649,0,2317036,0,0,0,70354307,0,16728261,0,923045,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","TN","Germantown Municipal School District",NA,106866,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061963,279583,1782380,0,0,0,2061963,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","MO","Ava R-I School District",NA,35206,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,757284,2518851,14675,10231094,537021,12984883,0,0,0,13521904,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","MO","Poplar Bluff R-I School District",NA,35180,2020,"School District",0,6745000,0,38250000,0,0,3377904,0,0,0,0,1915092,10586314,367161,45686897,2282326,56273138,0,0,0,58555464,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","MO","Reeds Spring R-IV School District",NA,35336,2020,"School District",0,26047644,0,345527,0,0,0,0,0,0,0,1142456,3166252,47107,22985097,-15856957,43197869,0,0,0,27340912,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","NC","Nash-Rocky Mount Board of Education",NA,36616,2020,"School District",216533664,0,7195699,0,0,0,54152837,0,145364768,196859,8269231,3329800,115177646,842006,31653649,171190,150831911,0,0,0,151003101,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","NM","Belen Consolidated School District No.2",NA,35959,2020,"School District",115375858,35370000,3464366,0,0,0,59240109,0,16885712,0,372756,567479,11205243,1292742,36789136,24787418,25067182,0,0,0,49854600,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","NM","Kha'p'o Community School",NA,58489,2020,"School District",2625852,0,2589867,49804,0,0,0,0,0,0,35985,0,2824780,154906,8472,131910,2856248,0,0,0,2988158,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","NM","Farmington Municipal School District No.5",NA,35951,2020,"School District",283350230,84770000,7987755,0,0,0,146535937,0,40762987,0,590638,1970379,21116913,3954708,154201733,64054340,117189393,0,0,0,181243733,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","NJ","Lenape Regional High School District",NA,35747,2020,"School District",101814083,44362660,3059905,2306297,0,0,37761172,0,11236187,0,3087862,1419155,35465561,0,159126692,3234262,192777146,0,0,0,196011408,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","NJ","Lower Cape May Regional School District",NA,35768,2020,"School District",20370267,7217000,599323,2006533,0,0,8841493,0,0,0,1705918,218188,10531232,0,32528866,3187122,40091164,0,0,0,43278286,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","NJ","Manchester Regional High School Board of Education",NA,49358,2020,"School District",3733670,0,470403,0,0,0,3213837,0,0,0,49430,364914,1545526,0,23838331,1379494,24369277,0,0,0,25748771,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","NM","Quemado Independent Schools",NA,53403,2020,"School District",5496927,221754,5838,0,0,0,4087955,0,1155589,0,25791,17651,909916,6995,4611922,1838944,3707540,0,0,0,5546484,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","NM","Pecos Independent School District",NA,35952,2020,"School District",18810368,4145000,64070,0,0,0,11353830,0,3208992,0,38476,223810,1625799,179229,7004798,4645394,4388242,0,0,0,9033636,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","NM","West Las Vegas Schools",NA,46788,2020,"School District",44115395,10526140,241121,0,0,0,25881792,0,7187406,0,278936,465077,5695984,1334533,17802435,11799903,13498126,0,0,0,25298029,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","NY","Bolivar-Richburg Central School District",NA,36105,2020,"School District",13958800,8959965,1217790,0,0,0,1733133,896475,305430,0,256861,70953,1468091,0,20278684,680881,21136847,0,0,0,21817728,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","NY","Clarkstown Central School District",NA,45072,2020,"School District",323121995,19067602,24760390,0,0,31983506,17641068,14502047,225386645,0,3389218,5007835,5389537,0,206072633,-13122829,229592834,0,0,0,216470005,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","NY","City School District of the City of Albany",NA,82225,2020,"School District",854244615,108454325,23697658,0,0,77892000,19606628,14499969,609721622,0,12890394,2224705,24989276,0,253332222,-38769688,319315891,0,0,0,280546203,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","NY","Lancaster Central School District",NA,36185,2020,"School District",104447968,62477945,5758264,0,0,6000000,10933506,5895560,7993252,0,11285001,1022432,4626488,32240,101619493,675009,106625644,0,0,0,107300653,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","NY","Mayfield Central School District",NA,36198,2020,"School District",83152720,13410000,524683,0,0,0,1424213,860014,66958739,0,204608,141525,1280570,0,19663952,-3810771,24896818,0,0,0,21086047,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","NY","Monroe-Woodbury Central School District",NA,36327,2020,"School District",437499779,23880615,12101335,0,0,0,18525071,10780065,355507514,0,21754067,1716372,7188365,925000,179608226,-15255243,204693206,0,0,0,189437963,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","NY","North Bellmore Union Free School District",NA,36255,2020,"School District",119814031,13460000,4288301,0,0,0,3986506,3499005,95734281,0,1087328,372842,1617210,491177,55723548,-2691644,60896421,0,0,0,58204777,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","NY","Rush-Henrietta Central School District",NA,36237,2020,"School District",81388959,9655000,11557538,0,0,0,11829494,6723368,44579041,0,3767886,1144901,8338128,400000,134247243,5619363,138510909,0,0,0,144130272,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","NY","Rondout Valley Central School District",NA,36446,2020,"School District",220894694,8627117,5901937,0,0,12000000,4616055,3755703,188867143,0,882442,674164,2934400,89924,61157416,-15801390,80657294,0,0,0,64855904,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","NY","Port Byron Central School District",NA,36132,2020,"School District",63238024,17758061,2355402,0,0,0,1230989,984609,41297898,0,566947,143706,1477296,75606,21468838,1412860,21752586,0,0,0,23165446,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","NY","Somers Central School District",NA,82369,2020,"School District",239407610,39987364,7401547,0,0,0,5964004,6126189,185195945,0,332715,1608983,2540335,14812,92243554,-10764817,107172501,0,0,0,96407684,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","NY","Solvay Union Free School District",NA,36311,2020,"School District",105835085,12574493,2330418,0,0,10000000,3098841,1904273,76752878,0,665613,1196422,2325263,0,32600487,-4833051,40955223,0,0,0,36122172,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","NY","Sidney Central School District",NA,36160,2020,"School District",37644966,22841529,1577167,0,0,2674418,2389309,1201799,6936912,0,1225631,207939,1642602,0,25968079,1197100,26621520,0,0,0,27818620,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","OH","Ansonia Local School District",NA,82462,2020,"School District",0,530000,0,1425000,0,0,9565338,0,344120,0,0,1411208,1075582,124450,7966944,-2864467,13442651,0,0,0,10578184,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","OH","Autism Model School",NA,82515,2020,"School District",5333911,0,86529,0,174448,0,4249297,0,823637,175617,0,0,0,0,3955748,-81779,4037527,3449252,1026093,0,4475345,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","OH","Canton College Preparatory School",NA,82703,2020,"School District",3041747,0,741526,0,0,620578,1586538,0,93105,100526,0,0,0,549819,2935819,205954,3279684,2935819,1017279,0,3953098,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","OH","Edgerton Local School District",NA,83042,2020,"School District",0,5740000,0,0,0,0,7226951,0,763221,408848,0,810141,924317,0,7594076,337465,8991069,0,0,0,9328534,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","OH","Dalton Local School District",NA,82959,2020,"School District",28297492,14716602,1183726,0,0,0,10435829,0,942503,604847,1019832,1108382,1601895,333318,8897919,-455631,12397145,0,0,0,11941514,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","OH","Dayton Business Technology High School",NA,82967,2020,"School District",1748431,0,67747,0,176547,0,1369427,0,123154,78357,11556,0,33352,478891,1067204,220264,1359183,0,0,0,1579447,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","OH","Flex High School",NA,83107,2020,"School District",1483337,0,166104,0,0,90000,1159570,0,67663,75239,0,0,0,375176,0,375176,0,2487966,753414,0,3241380,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","OH","Klepinger Community School",NA,54256,2020,"School District",4762834,0,294621,0,0,0,3954992,0,513221,206586,0,0,0,2220194,4940038,-222209,7382441,0,0,0,7160232,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","OH","Hardin Houston Local School District",NA,83282,2020,"School District",0,7081603,0,0,0,0,8592980,0,770097,509666,0,1443194,1209310,0,9314961,148254,11819211,0,0,0,11967465,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","OH","Middle Bass Local School District",NA,83759,2020,"School District",0,0,0,0,0,0,28278,0,11000,212,0,0,30301,0,300108,51661,278748,0,0,0,330409,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","OH","Lakeshore Intergenerational School",NA,83485,2020,"School District",3119658,0,237311,0,288300,0,2435389,0,158658,154378,0,0,0,322680,2269841,-672822,3265343,1974707,617814,0,2592521,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","OH","Life Skills Center of Elyria",NA,83545,2020,"School District",849794,0,23039,0,0,0,753494,0,73261,42483,0,0,0,438829,1661766,338,2100257,1661766,438829,0,2100595,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
